county_fips,state_name,county_name,housing_units,tier1,tier2,tier3,coverage_25_3,coverage_100_20,coverage_250_25,coverage_1000_100,state,county,svi_overall,svi_soc,svi_hh,svi_min,svi_hous
31001,NE,Adams County,16712,4,4,4,1,1,0.9721,0.8032,NE,Adams,0.471,0.2365,0.6973,0.4478,0.7053
31003,NE,Antelope County,4800,4,4,1,1,1,0.4738,0.4252,NE,Antelope,0.1085,0.085,0.6416,0.0907,0.0968
31005,NE,Arthur County,300,4,4,1,1,1,0.07,0.07,NE,Arthur,0.1359,0.3425,0.4007,0.0773,0.0277
31007,NE,Banner County,537,4,4,1,1,1,0,0,NE,Banner,0.0232,0.0035,0.9208,0.289,3e-4
31009,NE,Blaine County,348,4,4,1,1,1,0.0144,0.0144,NE,Blaine,0.0143,0.0668,0.2759,0,0.0064
31011,NE,Boone County,3733,4,4,2,1,1,0.5497,0.1013,NE,Boone,0.0283,0.0471,0.1785,0.0302,0.0742
31013,NE,Box Butte County,6775,4,4,4,1,1,0.939,0.7345,NE,Box Butte,0.4112,0.268,0.5006,0.5341,0.5586
31015,NE,Boyd County,1949,4,4,1,1,1,0.4017,0,NE,Boyd,0.0474,0.0757,0.3444,0.1066,0.0325
31017,NE,Brown County,2393,4,4,2,1,1,0.5696,0.4893,NE,Brown,0.1391,0.1919,0.3832,0.126,0.1283
31019,NE,Buffalo County,25734,4,4,3,1,1,0.8437,0.3234,NE,Buffalo,0.3848,0.2884,0.3616,0.4179,0.6079
31021,NE,Burt County,4883,4,4,2,1,0.9273,0.6224,0.1798,NE,Burt,0.2091,0.3536,0.4682,0.2202,0.0732
31023,NE,Butler County,5809,4,4,2,1,1,0.5674,0.2069,NE,Butler,0.0875,0.0455,0.5528,0.1623,0.1158
31025,NE,Cass County,13863,4,3,3,1,0.8694,0.7705,0.4459,NE,Cass,0.0455,0.0859,0.0971,0.2046,0.0783
31027,NE,Cedar County,5421,4,4,1,1,1,0.249,0.0273,NE,Cedar,0.006,0.0185,0.1591,0.0302,0.0102
31029,NE,Chase County,2840,4,4,2,1,1,0.7257,0.6975,NE,Chase,0.2537,0.2463,0.7301,0.4885,0.0805
31031,NE,Cherry County,4005,4,4,2,1,1,0.6152,0.5563,NE,Cherry,0.1502,0.1849,0.1327,0.4023,0.2368
31033,NE,Cheyenne County,6459,4,4,2,1,1,0.5673,0.126,NE,Cheyenne,0.2193,0.2005,0.1098,0.3574,0.5016
31035,NE,Clay County,4078,4,4,4,1,1,0.9129,0.4718,NE,Clay,0.1123,0.1222,0.6598,0.3596,0.0248
31037,NE,Colfax County,5317,4,4,2,1,1,0.5926,0.0077,NE,Colfax,0.3854,0.3654,0.381,0.8838,0.2282
31039,NE,Cuming County,5494,4,4,3,1,1,0.8913,0.4769,NE,Cuming,0.161,0.1101,0.5738,0.3762,0.1439
31041,NE,Custer County,7480,4,4,1,1,1,0.4638,0.3459,NE,Custer,0.1824,0.1922,0.6404,0.126,0.12
31043,NE,Dakota County,9329,4,4,3,1,0.9729,0.8367,0.4618,NE,Dakota,0.7689,0.5169,0.7635,0.8902,0.8546
31045,NE,Dawes County,5170,4,4,2,1,1,0.74,0.0048,NE,Dawes,0.2336,0.1789,0.2288,0.4535,0.4179
31047,NE,Dawson County,12843,4,4,3,1,1,0.7766,0.4365,NE,Dawson,0.7435,0.5025,0.8708,0.8094,0.7196
31049,NE,Deuel County,1397,4,4,1,1,1,0.1603,0.0021,NE,Deuel,0.0999,0.4188,0.2766,0.4112,0.0013
31051,NE,Dixon County,3459,4,4,1,1,1,0.4108,0.0564,NE,Dixon,0.2502,0.1569,0.8854,0.4854,0.0859
31053,NE,Dodge County,19355,4,4,4,1,0.9641,0.9224,0.8038,NE,Dodge,0.6407,0.4497,0.8434,0.4981,0.6719
31055,NE,Douglas County,265552,4,4,4,1,0.9953,0.9885,0.2103,NE,Douglas,0.6003,0.436,0.6314,0.6964,0.6817
31057,NE,Dundy County,1590,4,4,4,1,1,0.9453,0.9453,NE,Dundy,0.1706,0.3186,0.3227,0.2928,0.0675
31059,NE,Fillmore County,4203,4,4,2,1,1,0.6821,0.5092,NE,Fillmore,0.014,0.0108,0.0557,0.1779,0.091
31061,NE,Franklin County,2414,4,4,2,1,0.9996,0.6065,0.5145,NE,Franklin,0.0818,0.1477,0.2199,0.0812,0.1003
31063,NE,Frontier County,1833,4,4,1,1,1,0.4594,0.1342,NE,Frontier,0.1951,0.1642,0.3456,0.0977,0.3752
31065,NE,Furnas County,3740,4,4,2,1,1,0.6032,0.6032,NE,Furnas,0.1563,0.2008,0.5111,0.1983,0.0945
31067,NE,Gage County,12917,4,4,2,1,0.9121,0.6972,0.5027,NE,Gage,0.184,0.1932,0.4303,0.1359,0.2043
31069,NE,Garden County,1696,4,4,1,1,1,0.0029,0.0029,NE,Garden,0.168,0.2441,0.668,0.1738,0.0458
31071,NE,Garfield County,1450,4,4,2,1,1,0.6648,0.6648,NE,Garfield,0.0083,0.0051,0.0853,0.0223,0.0716
31073,NE,Gosper County,1684,4,4,2,1,1,0.5742,0.2862,NE,Gosper,0.0032,0.0423,0.0185,0.1181,0.0188
31075,NE,Grant County,417,4,4,1,1,1,0,0,NE,Grant,0.2053,0.3724,0.1079,0.0105,0.318
31077,NE,Greeley County,1821,4,4,1,1,1,0.2943,0.1219,NE,Greeley,0.0331,0.0968,0.183,0.0385,0.0337
31079,NE,Hall County,29489,4,4,4,1,1,0.9007,0.3849,NE,Hall,0.7228,0.5557,0.8937,0.7301,0.5697
31081,NE,Hamilton County,5293,4,4,4,1,1,0.9365,0.8506,NE,Hamilton,0.0064,0.0165,0.1174,0.1181,0.0146
31083,NE,Harlan County,3176,4,4,2,1,1,0.7091,0.7091,NE,Harlan,0.2304,0.0987,0.7311,0.1445,0.3603
31085,NE,Hayes County,693,4,4,1,1,1,0.0938,0.0938,NE,Hayes,0.0458,0.1216,0.4892,0.2148,0.0025
31087,NE,Hitchcock County,2376,4,4,1,1,1,0.0471,0.0471,NE,Hitchcock,0.2833,0.1423,0.887,0.1359,0.2903
31089,NE,Holt County,8199,4,4,1,1,1,0.4211,0.4118,NE,Holt,0.1213,0.0659,0.4666,0.2046,0.2005
31091,NE,Hooker County,460,4,4,1,1,1,0.0239,0,NE,Hooker,0.1429,0.1015,0.1139,0.4271,0.3943
31093,NE,Howard County,3787,4,4,1,1,1,0.4933,0.1539,NE,Howard,0.1149,0.1018,0.6875,0.2276,0.0509
31095,NE,Jefferson County,5050,4,4,2,1,0.9802,0.6881,0.522,NE,Jefferson,0.2495,0.2702,0.7317,0.1983,0.1254
31097,NE,Johnson County,3194,4,4,2,1,0.9258,0.5448,0.2668,NE,Johnson,0.4284,0.1693,0.719,0.5465,0.6264
31099,NE,Kearney County,3890,4,4,2,1,1,0.7226,0.5553,NE,Kearney,0.1518,0.0923,0.339,0.2829,0.3097
31101,NE,Keith County,6810,4,4,3,1,1,0.8258,0.6943,NE,Keith,0.3717,0.3857,0.599,0.3421,0.2715
31103,NE,Keya Paha County,788,4,4,4,1,1,0.9327,0,NE,Keya Paha,0.0076,0.0754,0.1143,0.0029,0.0057
31105,NE,Kimball County,2679,4,4,2,1,1,0.5151,0.0093,NE,Kimball,0.5267,0.7292,0.7002,0.4271,0.1534
31107,NE,Knox County,6299,4,4,1,1,1,0.4436,0.2872,NE,Knox,0.2066,0.0824,0.5891,0.4478,0.2839
31109,NE,Lancaster County,148105,4,4,4,1,0.9876,0.9771,0.9282,NE,Lancaster,0.3781,0.2629,0.2412,0.5407,0.6785
31111,NE,Lincoln County,19357,4,4,3,1,1,0.8063,0.7291,NE,Lincoln,0.3842,0.254,0.6114,0.4023,0.4793
31113,NE,Logan County,490,4,4,1,1,1,0.3653,0.3653,NE,Logan,0.1941,0.345,0.3721,0.0385,0.1257
31115,NE,Loup County,668,4,4,1,1,1,0.4296,0.4296,NE,Loup,0.0477,0.0621,0.0754,0.3253,0.1232
31117,NE,McPherson County,345,4,4,1,1,1,0.1391,0.1391,NE,McPherson,0,0.0226,0.0089,0.0019,0.0032
31119,NE,Madison County,17774,4,4,3,1,1,0.8694,0.7317,NE,Madison,0.5261,0.3157,0.6429,0.5598,0.7222
31121,NE,Merrick County,4667,4,4,2,1,1,0.7199,0.3977,NE,Merrick,0.2995,0.2658,0.3749,0.2508,0.4637
31123,NE,Morrill County,3188,4,4,2,1,1,0.506,0.292,NE,Morrill,0.3176,0.437,0.5143,0.5242,0.1152
31125,NE,Nance County,2416,4,4,2,1,1,0.6445,0.0331,NE,Nance,0.063,0.1244,0.4819,0.0426,0.021
31127,NE,Nemaha County,4633,4,4,1,1,0.9529,0.4628,0.4369,NE,Nemaha,0.3288,0.3969,0.3253,0.289,0.3606
31129,NE,Nuckolls County,3396,4,4,2,1,1,0.6143,0.5268,NE,Nuckolls,0.0707,0.0904,0.2371,0.1359,0.1248
31131,NE,Otoe County,8894,4,4,3,1,0.9513,0.7896,0.449,NE,Otoe,0.2864,0.0926,0.7759,0.3657,0.429
31133,NE,Pawnee County,2231,4,4,3,1,0.905,0.8516,0.0412,NE,Pawnee,0.5751,0.7648,0.7381,0.0773,0.3119
31135,NE,Perkins County,1886,4,4,1,1,1,0.3924,0.0281,NE,Perkins,0.0757,0.0805,0.4752,0.126,0.0646
31137,NE,Phelps County,5249,4,4,3,1,1,0.7982,0.1968,NE,Phelps,0.2323,0.1165,0.6025,0.2658,0.3644
31139,NE,Pierce County,4336,4,4,2,1,1,0.6485,0.3028,NE,Pierce,0.05,0.0719,0.3686,0.0458,0.0481
31141,NE,Platte County,17393,4,4,3,1,1,0.8804,0.732,NE,Platte,0.3902,0.161,0.7151,0.5882,0.5092
31143,NE,Polk County,3762,4,4,2,1,1,0.6794,0.3227,NE,Polk,0.2021,0.3004,0.281,0.2613,0.17
31145,NE,Red Willow County,6707,4,4,3,1,0.9999,0.784,0.4528,NE,Red Willow,0.3765,0.246,0.7094,0.2753,0.4507
31147,NE,Richardson County,5834,4,4,3,1,0.9354,0.8771,0,NE,Richardson,0.1744,0.2432,0.6063,0.2454,0.0589
31149,NE,Rock County,1234,4,4,1,1,1,0.013,0.013,NE,Rock,0.0321,0.0496,0.1919,0.0286,0.077
31151,NE,Saline County,7536,4,4,3,1,0.9658,0.7529,0.4541,NE,Saline,0.5977,0.5802,0.5757,0.7008,0.4726
31153,NE,Sarpy County,80453,4,4,4,1,0.9786,0.9774,0.1431,NE,Sarpy,0.113,0.0602,0.3953,0.5481,0.1225
31155,NE,Saunders County,12289,4,4,2,1,0.9063,0.6545,0.2835,NE,Saunders,0.0127,0.008,0.1512,0.0907,0.0503
31157,NE,Scotts Bluff County,20445,4,4,3,1,1,0.7947,0.6764,NE,Scotts Bluff,0.6709,0.5942,0.9233,0.663,0.3415
31159,NE,Seward County,9232,4,4,3,1,0.9912,0.7907,0.4044,NE,Seward,0.0586,0.0433,0.0716,0.1181,0.3087
31161,NE,Sheridan County,3667,4,4,1,1,1,0.474,0.3376,NE,Sheridan,0.5118,0.3902,0.5347,0.5363,0.6544
31163,NE,Sherman County,3021,4,4,1,1,1,0.3419,0.0943,NE,Sherman,0.1092,0.1493,0.4449,0.0506,0.0983
31165,NE,Sioux County,1150,4,4,1,1,1,0.307,0,NE,Sioux,0.2553,0.2476,0.2412,0.2562,0.4612
31167,NE,Stanton County,3244,4,4,3,1,1,0.7922,0.4679,NE,Stanton,0.0251,0.0156,0.3533,0.3001,0.0197
31169,NE,Thayer County,3882,4,4,2,1,0.9997,0.6054,0.4557,NE,Thayer,0.0567,0.0608,0.2428,0.1359,0.1047
31171,NE,Thomas County,508,4,4,1,1,1,0,0,NE,Thomas,0.0019,0.0045,0.0729,0.0019,0.0045
31173,NE,Thurston County,3312,4,4,1,1,0.9915,0.2856,0.0018,NE,Thurston,0.7989,0.7836,0.7553,0.9453,0.5398
31175,NE,Valley County,3058,4,4,2,1,1,0.5049,0.0903,NE,Valley,0.1009,0.0614,0.4545,0.0426,0.1983
31177,NE,Washington County,10135,4,3,2,1,0.8535,0.716,0.536,NE,Washington,0.0315,0.029,0.1687,0.1359,0.0974
31179,NE,Wayne County,4968,4,4,2,1,1,0.7291,0.6165,NE,Wayne,0.0541,0.1426,0.014,0.3355,0.1785
31181,NE,Webster County,2681,4,4,3,1,1,0.7646,0.7643,NE,Webster,0.0582,0.0595,0.2132,0.2702,0.0929
31183,NE,Wheeler County,775,4,4,1,1,1,0.1871,0.1871,NE,Wheeler,0.0436,0.2906,0.0904,0.0067,0.0073
31185,NE,York County,8572,4,4,3,1,1,0.7942,0.4977,NE,York,0.1378,0.0519,0.3714,0.3141,0.324
32001,NV,Churchill County,12551,4,4,3,1,1,0.8203,0.8187,NV,Churchill,0.6219,0.5318,0.7957,0.6521,0.4583
32003,NV,Clark County,997548,4,4,4,1,0.9918,0.9847,0.0177,NV,Clark,0.8565,0.8568,0.6817,0.9169,0.7263
32005,NV,Douglas County,26641,4,4,3,1,0.9928,0.8965,0.0631,NV,Douglas,0.2037,0.2225,0.3791,0.5541,0.1222
32007,NV,Elko County,25657,4,4,2,1,0.9991,0.6687,0.4782,NV,Elko,0.5751,0.3329,0.6467,0.7342,0.7311
32009,NV,Esmeralda County,786,4,3,1,1,0.7735,0.0051,0.0051,NV,Esmeralda,0.8208,0.8173,0.627,0.6617,0.8199
32011,NV,Eureka County,1262,4,4,1,1,1,0,0,NV,Eureka,0.2387,0.1585,0.2849,0.2966,0.5201
32013,NV,Humboldt County,8822,4,4,2,1,0.9761,0.7192,0,NV,Humboldt,0.6079,0.5013,0.4997,0.7377,0.6798
32015,NV,Lander County,3257,4,4,1,1,0.9635,0.4397,0,NV,Lander,0.6999,0.6801,0.9456,0.6862,0.2578
32017,NV,Lincoln County,2737,4,4,1,1,1,0,0,NV,Lincoln,0.6623,0.5481,0.6553,0.5035,0.7696
32019,NV,Lyon County,27065,4,4,3,1,0.998,0.8826,0.1213,NV,Lyon,0.5863,0.6976,0.761,0.6327,0.1846
32021,NV,Mineral County,3386,4,4,2,1,0.9962,0.5455,0,NV,Mineral,0.705,0.8552,0.3692,0.7763,0.4504
32023,NV,Nye County,27972,4,3,1,1,0.8486,0.365,0.1414,NV,Nye,0.8176,0.8581,0.8332,0.6232,0.5665
32027,NV,Pershing County,2660,4,4,1,1,0.9936,0.0241,0,NV,Pershing,0.7196,0.6525,0.3186,0.7447,0.887
32029,NV,Storey County,2383,4,4,2,1,0.9782,0.5728,8e-4,NV,Storey,0.1165,0.2279,0.33,0.5261,0.0156
32031,NV,Washoe County,225085,4,4,4,1,0.9958,0.9791,0.3846,NV,Washoe,0.6744,0.6136,0.3873,0.7689,0.7651
32033,NV,White Pine County,5219,4,1,1,1,0.3085,0.0019,0.0019,NV,White Pine,0.2884,0.2113,0.1034,0.6617,0.5952
32510,NV,Carson City,28049,4,4,4,1,1,0.9924,0.0311,NV,Carson City,0.8504,0.6276,0.8358,0.7247,0.9475
33001,NH,Belknap County,43554,4,4,4,1,1,0.9006,0.4057,NH,Belknap,0.183,0.2575,0.2241,0.1127,0.2457
33003,NH,Carroll County,46328,4,4,3,1,0.9963,0.8794,0.1351,NH,Carroll,0.1318,0.3705,0.1178,0.0643,0.0939
33005,NH,Cheshire County,40644,4,4,3,1,0.9697,0.8649,0.6266,NH,Cheshire,0.2237,0.2619,0.05,0.1569,0.6426
33007,NH,Coos County,24222,4,3,2,1,0.8982,0.5189,0.0351,NH,Coos,0.508,0.5681,0.2969,0.1327,0.7518
33009,NH,Grafton County,59222,4,4,3,1,0.927,0.8144,0.0478,NH,Grafton,0.2969,0.2626,0.0936,0.3253,0.7298
33011,NH,Hillsborough County,193024,4,4,4,1,0.998,0.9884,0.6541,NH,Hillsborough,0.2543,0.2486,0.1181,0.4854,0.4688
33013,NH,Merrimack County,73653,4,4,4,1,1,0.9534,0.6177,NH,Merrimack,0.2215,0.1763,0.0812,0.2508,0.6913
33015,NH,Rockingham County,151394,4,4,4,1,1,0.9885,0.6077,NH,Rockingham,0.0261,0.0767,0.0213,0.2454,0.1136
33017,NH,Strafford County,61306,4,4,4,1,1,0.9674,0.5297,NH,Strafford,0.2651,0.2447,0.0175,0.3218,0.8886
33019,NH,Sullivan County,25134,4,4,3,1,0.9723,0.8942,0.2286,NH,Sullivan,0.1219,0.3285,0.0321,0.126,0.1989
34001,NJ,Atlantic County,150157,4,4,4,1,1,0.9885,0.2079,NJ,Atlantic,0.8771,0.7705,0.7638,0.8329,0.9083
34003,NJ,Bergen County,402358,4,4,4,1,0.9822,0.9535,0.4454,NJ,Bergen,0.3838,0.2817,0.1614,0.8358,0.5888
34005,NJ,Burlington County,210713,4,4,4,1,0.9976,0.984,0.168,NJ,Burlington,0.2648,0.2148,0.2304,0.7199,0.3186
34007,NJ,Camden County,235950,4,4,4,1,0.999,0.9954,0.2838,NJ,Camden,0.7629,0.6146,0.774,0.832,0.704
34009,NJ,Cape May County,117049,4,4,4,1,1,0.9828,0,NJ,Cape May,0.4169,0.401,0.3342,0.4574,0.5092
34011,NJ,Cumberland County,67235,4,4,4,1,0.9802,0.975,0,NJ,Cumberland,0.9812,0.9488,0.9185,0.8956,0.9768
34013,NJ,Essex County,369791,4,4,4,1,0.9704,0.9327,0.3864,NJ,Essex,0.9392,0.8775,0.7584,0.964,0.9491
34015,NJ,Gloucester County,132788,4,4,4,1,0.9927,0.9902,0.1557,NJ,Gloucester,0.191,0.2059,0.2139,0.5786,0.1747
34017,NJ,Hudson County,336803,4,4,4,1,0.9968,0.9625,0.199,NJ,Hudson,0.7963,0.8151,0.2225,0.9682,0.8714
34019,NJ,Hunterdon County,62203,4,4,4,1,0.9888,0.9625,0.0736,NJ,Hunterdon,0.0353,0.036,0.0376,0.4605,0.1308
34021,NJ,Mercer County,172061,4,4,4,1,1,0.9811,0.3143,NJ,Mercer,0.7104,0.5302,0.3854,0.8829,0.9071
34023,NJ,Middlesex County,362859,4,4,4,1,0.9994,0.9465,0.3708,NJ,Middlesex,0.6391,0.4561,0.2151,0.916,0.9211
34025,NJ,Monmouth County,315626,4,4,4,1,1,0.9676,0.2261,NJ,Monmouth,0.2276,0.226,0.1273,0.6216,0.3141
34027,NJ,Morris County,221759,4,4,4,1,0.9819,0.9458,0.4298,NJ,Morris,0.1633,0.1133,0.1225,0.6763,0.3043
34029,NJ,Ocean County,333605,4,4,4,1,1,0.9753,0.0417,NJ,Ocean,0.4074,0.3412,0.6295,0.4736,0.3345
34031,NJ,Passaic County,205312,4,4,3,1,1,0.8561,0.6588,NJ,Passaic,0.9064,0.8819,0.6922,0.9214,0.8956
34033,NJ,Salem County,33115,4,4,4,1,0.939,0.936,0.1096,NJ,Salem,0.6865,0.6034,0.7352,0.6384,0.6108
34035,NJ,Somerset County,160001,4,4,4,1,1,0.9737,0.2632,NJ,Somerset,0.1703,0.1334,0.1162,0.8421,0.2225
34037,NJ,Sussex County,73686,4,4,3,1,0.9739,0.8453,0.3296,NJ,Sussex,0.0484,0.1553,0.0274,0.4478,0.057
34039,NJ,Union County,231631,4,4,4,1,0.9872,0.953,0.5845,NJ,Union,0.795,0.6894,0.6187,0.9284,0.7985
34041,NJ,Warren County,54235,4,4,4,1,0.9205,0.9105,0.0229,NJ,Warren,0.2454,0.2973,0.1283,0.5382,0.3052
35001,NM,Bernalillo County,325242,4,4,4,1,0.983,0.968,9e-4,NM,Bernalillo,0.7785,0.6805,0.6814,0.937,0.6938
35003,NM,Catron County,4328,4,2,1,1,0.7234,0,0,NM,Catron,0.4548,0.4411,0.7126,0.5083,0.2479
35005,NM,Chaves County,31627,4,4,3,1,1,0.8653,0.3625,NM,Chaves,0.9516,0.8466,0.978,0.9354,0.8374
35006,NM,Cibola County,16314,4,4,1,1,1,0.4782,0.4782,NM,Cibola,0.9815,0.8358,0.9761,0.9828,0.9835
35007,NM,Colfax County,11483,4,4,1,1,1,0.2305,0.2305,NM,Colfax,0.9306,0.7199,0.9223,0.8902,0.9733
35009,NM,Curry County,24248,4,4,4,1,1,0.9263,0.8489,NM,Curry,0.9281,0.9523,0.9609,0.8892,0.5312
35011,NM,De Baca County,1531,4,4,3,1,1,0.8635,0.8635,NM,De Baca,0.5891,0.7782,0.2447,0.9621,0.2775
35013,NM,Doña Ana County,100709,4,4,3,1,0.9262,0.8184,0.0116,NM,Doña Ana,0.9898,0.9723,0.9201,0.9717,0.971
35015,NM,Eddy County,32423,4,4,2,1,0.9798,0.6344,0.3811,NM,Eddy,0.6935,0.4589,0.9026,0.8956,0.5461
35017,NM,Grant County,17012,4,4,2,1,0.9069,0.6799,3e-4,NM,Grant,0.9004,0.7339,0.823,0.8937,0.9589
35019,NM,Guadalupe County,3163,4,4,3,1,1,0.8893,0.8893,NM,Guadalupe,0.74,0.6735,0.5337,0.9831,0.6623
35021,NM,Harding County,894,4,4,2,1,1,0.6779,0.6779,NM,Harding,0.5777,0.4857,0.5057,0.8752,0.5299
35023,NM,Hidalgo County,3315,4,4,1,1,1,0.1038,0.1038,NM,Hidalgo,0.9488,0.7533,0.9596,0.937,0.9596
35025,NM,Lea County,33132,4,4,2,1,1,0.7144,0.7142,NM,Lea,0.9083,0.8215,0.8504,0.9465,0.8851
35027,NM,Lincoln County,21563,4,4,1,1,0.9518,0.1328,0.1308,NM,Lincoln,0.7107,0.6633,0.866,0.7842,0.374
35028,NM,Los Alamos County,9381,4,4,4,1,0.9972,0.9608,0,NM,Los Alamos,0.0121,0.0016,0.0341,0.663,0.0528
35029,NM,Luna County,13375,4,1,1,1,0.4285,0.0076,0.0059,NM,Luna,0.9971,0.9704,0.999,0.9675,0.8969
35031,NM,McKinley County,29254,4,4,1,1,0.96,0.4196,0.0186,NM,McKinley,0.9704,0.9481,0.9475,0.9962,0.8552
35033,NM,Mora County,4618,4,4,1,1,1,0,0,NM,Mora,0.7311,0.5929,0.9863,0.9857,0.1668
35035,NM,Otero County,38041,4,4,1,1,0.9674,0.1956,0.168,NM,Otero,0.922,0.8511,0.9017,0.8857,0.8676
35037,NM,Quay County,7626,4,4,3,1,1,0.827,0.827,NM,Quay,0.6792,0.55,0.994,0.881,0.1098
35039,NM,Rio Arriba County,22554,4,2,1,1,0.6704,0.0215,0.0208,NM,Rio Arriba,0.8148,0.7046,0.9319,0.9917,0.4831
35041,NM,Roosevelt County,10220,4,4,3,1,0.9057,0.8281,0.8278,NM,Roosevelt,0.9784,0.9847,0.9437,0.8698,0.8517
35043,NM,Sandoval County,65252,4,4,3,1,0.9369,0.8209,0,NM,Sandoval,0.4723,0.4936,0.6626,0.9106,0.1384
35045,NM,San Juan County,53141,4,4,3,1,0.9273,0.858,0.0014,NM,San Juan,0.9335,0.9182,0.8539,0.9389,0.8176
35047,NM,San Miguel County,18561,4,3,2,0.9999,0.8938,0.6649,0.5515,NM,San Miguel,0.9615,0.7718,0.9799,0.9854,0.9523
35049,NM,Santa Fe County,85131,4,4,3,1,0.9147,0.7605,0.0162,NM,Santa Fe,0.7648,0.6235,0.7412,0.9106,0.6836
35051,NM,Sierra County,8911,4,4,1,1,1,0.154,0.154,NM,Sierra,0.8402,0.7078,0.8714,0.767,0.8065
35053,NM,Socorro County,9374,4,3,1,1,0.7784,0.0047,0.0047,NM,Socorro,0.937,0.6967,0.9157,0.9497,0.985
35055,NM,Taos County,24582,4,4,1,1,0.9997,0.2556,0.2548,NM,Taos,0.8386,0.7693,0.9169,0.9443,0.5411
35057,NM,Torrance County,10908,4,2,1,1,0.6314,0.2443,0.0667,NM,Torrance,0.73740000000000006,0.8517,0.6206,0.8756,0.3304
35059,NM,Union County,3579,4,4,2,1,1,0.6046,0.6046,NM,Union,0.8275,0.4729,0.9507,0.8698,0.901
35061,NM,Valencia County,32728,4,3,3,1,0.8351,0.7593,0.0982,NM,Valencia,0.8676,0.7546,0.909,0.9564,0.7002
36001,NY,Albany County,157687,4,4,4,1,1,0.9598,0.0038,NY,Albany,0.4325,0.2565,0.2037,0.6655,0.8141
36003,NY,Allegany County,26799,4,3,3,1,0.8835,0.881,0.596,NY,Allegany,0.4367,0.4265,0.1865,0.1327,0.8339
36005,NY,Bronx County,589429,4,4,4,1,0.9721,0.9415,0.6945,NY,Bronx,0.9955,0.9793,0.958,0.9955,0.9755
36007,NY,Broome County,100176,4,4,4,1,0.9593,0.9581,0.2834,NY,Broome,0.7024,0.5945,0.4962,0.5035,0.8978
36009,NY,Cattaraugus County,45557,4,3,3,1,0.8244,0.8193,0.4381,NY,Cattaraugus,0.656,0.5512,0.5964,0.3141,0.8771
36011,NY,Cayuga County,40238,4,4,4,1,0.9431,0.9076,0.1865,NY,Cayuga,0.479,0.4125,0.176,0.3355,0.8873
36013,NY,Chautauqua County,74752,4,3,3,1,0.8962,0.8602,0.3447,NY,Chautauqua,0.6458,0.5652,0.6181,0.4087,0.7581
36015,NY,Chemung County,42228,4,4,4,1,0.9549,0.9542,0.2599,NY,Chemung,0.5799,0.5035,0.5213,0.4411,0.7323
36017,NY,Chenango County,27096,4,3,3,1,0.7937,0.774,0.1396,NY,Chenango,0.5188,0.4745,0.5054,0.1181,0.7807
36019,NY,Clinton County,41114,4,4,4,1,1,0.9197,0.184,NY,Clinton,0.3889,0.2925,0.042,0.3304,0.957
36021,NY,Columbia County,36734,4,4,4,1,1,0.9018,0.4726,NY,Columbia,0.4201,0.3695,0.3581,0.4367,0.5605
36023,NY,Cortland County,22956,4,4,4,1,0.9056,0.9033,0.1877,NY,Cortland,0.3202,0.3552,0.036,0.2409,0.8332
36025,NY,Delaware County,33499,4,4,3,1,0.9256,0.7969,0.6643,NY,Delaware,0.4729,0.4348,0.5064,0.2658,0.6279
36027,NY,Dutchess County,133544,4,4,4,1,1,0.9246,0.0032,NY,Dutchess,0.4561,0.3154,0.1671,0.6763,0.8148
36029,NY,Erie County,472632,4,4,4,1,0.9807,0.9622,0.035,NY,Erie,0.4698,0.3097,0.4516,0.6232,0.6585
36031,NY,Essex County,28198,4,4,3,1,0.9968,0.8288,0.366,NY,Essex,0.3307,0.2467,0.2989,0.2613,0.6738
36033,NY,Franklin County,31007,4,4,2,1,0.9816,0.718,0.2068,NY,Franklin,0.5735,0.6343,0.1203,0.5274,0.8132
36035,NY,Fulton County,31204,4,4,3,1,0.9991,0.8744,0.0346,NY,Fulton,0.409,0.3641,0.4669,0.2778,0.5449
36037,NY,Genesee County,29201,4,4,4,1,0.9665,0.9033,0.3522,NY,Genesee,0.1795,0.1623,0.085,0.3141,0.4892
36039,NY,Greene County,31969,4,4,4,1,1,0.9275,0.2188,NY,Greene,0.4023,0.3533,0.1038,0.4656,0.789
36041,NY,Hamilton County,8570,4,4,2,1,1,0.6567,0.5275,NY,Hamilton,0.1878,0.2976,0.4946,0.1738,0.078
36043,NY,Herkimer County,36341,4,4,3,1,0.9949,0.8646,0.0455,NY,Herkimer,0.3631,0.3125,0.36,0.1738,0.6324
36045,NY,Jefferson County,63906,4,4,3,1,1,0.8705,0.0135,NY,Jefferson,0.6604,0.4885,0.367,0.5331,0.9561
36047,NY,Kings County,1188185,4,4,4,1,0.9835,0.956,0.6526,NY,Kings,0.8845,0.8549,0.5652,0.9414,0.9134
36049,NY,Lewis County,17169,4,4,2,1,1,0.7083,0.1629,NY,Lewis,0.1515,0.2855,0.2616,0.0643,0.1461
36051,NY,Livingston County,30055,4,3,3,1,0.8558,0.8505,0.188,NY,Livingston,0.2266,0.2142,0.0442,0.3189,0.6636
36053,NY,Madison County,33951,4,4,3,1,0.938,0.8944,0.1147,NY,Madison,0.1302,0.1544,0.0334,0.2336,0.4898
36055,NY,Monroe County,357703,4,4,4,1,0.9991,0.9499,0.3531,NY,Monroe,0.5859,0.3997,0.6365,0.6827,0.6973
