county_fips,state_name,county_name,housing_units,tier1,tier2,tier3,coverage_25_3,coverage_100_20,coverage_250_25,coverage_1000_100
30019,MT,Daniels County,1691,4,4,3,1,1,0.8587,0.8587
30021,MT,Dawson County,5687,4,3,2,1,0.8187,0.6722,0.1391
30023,MT,Deer Lodge County,6191,4,4,3,1,1,0.7971,0.1092
30025,MT,Fallon County,2201,4,4,2,1,1,0.6456,0.6456
30027,MT,Fergus County,8067,4,3,2,1,0.8951,0.6859,0.119
30029,MT,Flathead County,58638,4,2,2,1,0.7269,0.6372,0.0239
30031,MT,Gallatin County,61529,4,4,3,1,0.9413,0.8611,0.5906
30033,MT,Garfield County,1296,4,4,1,1,1,0.3349,0.3349
30035,MT,Glacier County,8795,4,4,1,1,1,0.2147,0
30037,MT,Golden Valley County,682,4,4,2,1,1,0.6496,0.5762
30039,MT,Granite County,3144,4,4,1,1,1,0.0849,0.0849
30041,MT,Hill County,9453,4,4,3,1,0.9999,0.8459,0
30043,MT,Jefferson County,6517,4,3,1,1,0.8077,0.3083,0.0117
30045,MT,Judith Basin County,1999,4,4,3,1,1,0.8459,0.1776
30047,MT,Lake County,20174,4,3,2,1,0.8761,0.504,0.0811
30049,MT,Lewis and Clark County,38277,4,3,3,1,0.8041,0.75,0.0703
30051,MT,Liberty County,1418,4,4,2,1,1,0.7468,0.0141
30053,MT,Lincoln County,13500,4,4,2,1,1,0.5548,0.4031
30055,MT,McCone County,1662,4,4,1,1,1,0.426,0.426
30057,MT,Madison County,8045,4,4,2,1,0.9429,0.712,0.712
30059,MT,Meagher County,1886,4,4,2,1,1,0.6829,0
30061,MT,Mineral County,3118,4,3,1,1,0.8932,0,0
30063,MT,Missoula County,60773,4,3,3,1,0.8918,0.7992,0.0827
30065,MT,Musselshell County,3641,4,3,2,1,0.8561,0.5243,0.5111
30067,MT,Park County,11427,4,4,1,1,0.9999,0.4441,0
30069,MT,Petroleum County,506,4,4,1,1,1,0.4091,0.4091
30071,MT,Phillips County,3215,4,4,2,1,1,0.7201,0.0093
30073,MT,Pondera County,3880,4,4,1,1,1,0.3539,0.3539
30075,MT,Powder River County,1497,4,4,1,1,1,0.1356,0.1356
30077,MT,Powell County,3716,4,4,1,1,0.9989,0.4637,0.0011
30079,MT,Prairie County,949,4,4,1,1,1,0.2582,0.2582
30081,MT,Ravalli County,24490,4,4,1,1,0.9971,0.339,0
30083,MT,Richland County,7088,4,3,2,1,0.7606,0.6058,0.126
30085,MT,Roosevelt County,6474,4,4,2,1,1,0.5951,0.5951
30087,MT,Rosebud County,5591,4,3,1,1,0.819,0.0757,0.0757
30089,MT,Sanders County,8253,4,3,1,1,0.8925,0.461,0.4463
30091,MT,Sheridan County,3197,4,4,2,1,1,0.7075,0.7075
30093,MT,Silver Bow County,19754,4,4,3,1,0.9102,0.8197,0.0052
30095,MT,Stillwater County,5712,4,3,1,1,0.7528,0.3542,0.0014
30097,MT,Sweet Grass County,2515,4,4,2,1,1,0.7475,0
30099,MT,Teton County,3947,4,4,3,1,1,0.8563,0.8563
30101,MT,Toole County,3248,4,4,1,1,1,0.0292,0.0292
30103,MT,Treasure County,619,4,4,1,1,1,0.0953,0.0953
30105,MT,Valley County,6172,4,4,2,1,1,0.5002,0.5002
30107,MT,Wheatland County,1556,4,4,4,1,1,0.9075,0.0026
30109,MT,Wibaux County,791,4,4,1,1,1,0.0948,0.0948
30111,MT,Yellowstone County,81675,4,4,3,1,0.9041,0.8335,0.0694
31001,NE,Adams County,16712,4,4,4,1,1,0.9721,0.8032
31003,NE,Antelope County,4800,4,4,1,1,1,0.4738,0.4252
31005,NE,Arthur County,300,4,4,1,1,1,0.07,0.07
31007,NE,Banner County,537,4,4,1,1,1,0,0
31009,NE,Blaine County,348,4,4,1,1,1,0.0144,0.0144
31011,NE,Boone County,3733,4,4,2,1,1,0.5497,0.1013
31013,NE,Box Butte County,6775,4,4,4,1,1,0.939,0.7345
31015,NE,Boyd County,1949,4,4,1,1,1,0.4017,0
31017,NE,Brown County,2393,4,4,2,1,1,0.5696,0.4893
31019,NE,Buffalo County,25734,4,4,3,1,1,0.8437,0.3234
31021,NE,Burt County,4883,4,4,2,1,0.9273,0.6224,0.1798
31023,NE,Butler County,5809,4,4,2,1,1,0.5674,0.2069
31025,NE,Cass County,13863,4,3,3,1,0.8694,0.7705,0.4459
31027,NE,Cedar County,5421,4,4,1,1,1,0.249,0.0273
31029,NE,Chase County,2840,4,4,2,1,1,0.7257,0.6975
31031,NE,Cherry County,4005,4,4,2,1,1,0.6152,0.5563
31033,NE,Cheyenne County,6459,4,4,2,1,1,0.5673,0.126
31035,NE,Clay County,4078,4,4,4,1,1,0.9129,0.4718
31037,NE,Colfax County,5317,4,4,2,1,1,0.5926,0.0077
31039,NE,Cuming County,5494,4,4,3,1,1,0.8913,0.4769
31041,NE,Custer County,7480,4,4,1,1,1,0.4638,0.3459
31043,NE,Dakota County,9329,4,4,3,1,0.9729,0.8367,0.4618
31045,NE,Dawes County,5170,4,4,2,1,1,0.74,0.0048
31047,NE,Dawson County,12843,4,4,3,1,1,0.7766,0.4365
31049,NE,Deuel County,1397,4,4,1,1,1,0.1603,0.0021
31051,NE,Dixon County,3459,4,4,1,1,1,0.4108,0.0564
31053,NE,Dodge County,19355,4,4,4,1,0.9641,0.9224,0.8038
31055,NE,Douglas County,265552,4,4,4,1,0.9953,0.9885,0.2103
31057,NE,Dundy County,1590,4,4,4,1,1,0.9453,0.9453
31059,NE,Fillmore County,4203,4,4,2,1,1,0.6821,0.5092
31061,NE,Franklin County,2414,4,4,2,1,0.9996,0.6065,0.5145
31063,NE,Frontier County,1833,4,4,1,1,1,0.4594,0.1342
31065,NE,Furnas County,3740,4,4,2,1,1,0.6032,0.6032
31067,NE,Gage County,12917,4,4,2,1,0.9121,0.6972,0.5027
31069,NE,Garden County,1696,4,4,1,1,1,0.0029,0.0029
31071,NE,Garfield County,1450,4,4,2,1,1,0.6648,0.6648
31073,NE,Gosper County,1684,4,4,2,1,1,0.5742,0.2862
31075,NE,Grant County,417,4,4,1,1,1,0,0
31077,NE,Greeley County,1821,4,4,1,1,1,0.2943,0.1219
31079,NE,Hall County,29489,4,4,4,1,1,0.9007,0.3849
31081,NE,Hamilton County,5293,4,4,4,1,1,0.9365,0.8506
31083,NE,Harlan County,3176,4,4,2,1,1,0.7091,0.7091
31085,NE,Hayes County,693,4,4,1,1,1,0.0938,0.0938
31087,NE,Hitchcock County,2376,4,4,1,1,1,0.0471,0.0471
31089,NE,Holt County,8199,4,4,1,1,1,0.4211,0.4118
31091,NE,Hooker County,460,4,4,1,1,1,0.0239,0
31093,NE,Howard County,3787,4,4,1,1,1,0.4933,0.1539
31095,NE,Jefferson County,5050,4,4,2,1,0.9802,0.6881,0.522
31097,NE,Johnson County,3194,4,4,2,1,0.9258,0.5448,0.2668
31099,NE,Kearney County,3890,4,4,2,1,1,0.7226,0.5553
31101,NE,Keith County,6810,4,4,3,1,1,0.8258,0.6943
31103,NE,Keya Paha County,788,4,4,4,1,1,0.9327,0
31105,NE,Kimball County,2679,4,4,2,1,1,0.5151,0.0093
31107,NE,Knox County,6299,4,4,1,1,1,0.4436,0.2872
31109,NE,Lancaster County,148105,4,4,4,1,0.9876,0.9771,0.9282
31111,NE,Lincoln County,19357,4,4,3,1,1,0.8063,0.7291
31113,NE,Logan County,490,4,4,1,1,1,0.3653,0.3653
31115,NE,Loup County,668,4,4,1,1,1,0.4296,0.4296
31117,NE,McPherson County,345,4,4,1,1,1,0.1391,0.1391
31119,NE,Madison County,17774,4,4,3,1,1,0.8694,0.7317
31121,NE,Merrick County,4667,4,4,2,1,1,0.7199,0.3977
31123,NE,Morrill County,3188,4,4,2,1,1,0.506,0.292
31125,NE,Nance County,2416,4,4,2,1,1,0.6445,0.0331
31127,NE,Nemaha County,4633,4,4,1,1,0.9529,0.4628,0.4369
31129,NE,Nuckolls County,3396,4,4,2,1,1,0.6143,0.5268
31131,NE,Otoe County,8894,4,4,3,1,0.9513,0.7896,0.449
31133,NE,Pawnee County,2231,4,4,3,1,0.905,0.8516,0.0412
31135,NE,Perkins County,1886,4,4,1,1,1,0.3924,0.0281
31137,NE,Phelps County,5249,4,4,3,1,1,0.7982,0.1968
31139,NE,Pierce County,4336,4,4,2,1,1,0.6485,0.3028
31141,NE,Platte County,17393,4,4,3,1,1,0.8804,0.732
31143,NE,Polk County,3762,4,4,2,1,1,0.6794,0.3227
31145,NE,Red Willow County,6707,4,4,3,1,0.9999,0.784,0.4528
31147,NE,Richardson County,5834,4,4,3,1,0.9354,0.8771,0
31149,NE,Rock County,1234,4,4,1,1,1,0.013,0.013
31151,NE,Saline County,7536,4,4,3,1,0.9658,0.7529,0.4541
31153,NE,Sarpy County,80453,4,4,4,1,0.9786,0.9774,0.1431
31155,NE,Saunders County,12289,4,4,2,1,0.9063,0.6545,0.2835
31157,NE,Scotts Bluff County,20445,4,4,3,1,1,0.7947,0.6764
31159,NE,Seward County,9232,4,4,3,1,0.9912,0.7907,0.4044
31161,NE,Sheridan County,3667,4,4,1,1,1,0.474,0.3376
31163,NE,Sherman County,3021,4,4,1,1,1,0.3419,0.0943
31165,NE,Sioux County,1150,4,4,1,1,1,0.307,0
31167,NE,Stanton County,3244,4,4,3,1,1,0.7922,0.4679
31169,NE,Thayer County,3882,4,4,2,1,0.9997,0.6054,0.4557
31171,NE,Thomas County,508,4,4,1,1,1,0,0
31173,NE,Thurston County,3312,4,4,1,1,0.9915,0.2856,0.0018
31175,NE,Valley County,3058,4,4,2,1,1,0.5049,0.0903
31177,NE,Washington County,10135,4,3,2,1,0.8535,0.716,0.536
31179,NE,Wayne County,4968,4,4,2,1,1,0.7291,0.6165
31181,NE,Webster County,2681,4,4,3,1,1,0.7646,0.7643
31183,NE,Wheeler County,775,4,4,1,1,1,0.1871,0.1871
31185,NE,York County,8572,4,4,3,1,1,0.7942,0.4977
32001,NV,Churchill County,12551,4,4,3,1,1,0.8203,0.8187
32003,NV,Clark County,997548,4,4,4,1,0.9918,0.9847,0.0177
32005,NV,Douglas County,26641,4,4,3,1,0.9928,0.8965,0.0631
32007,NV,Elko County,25657,4,4,2,1,0.9991,0.6687,0.4782
32009,NV,Esmeralda County,786,4,3,1,1,0.7735,0.0051,0.0051
32011,NV,Eureka County,1262,4,4,1,1,1,0,0
32013,NV,Humboldt County,8822,4,4,2,1,0.9761,0.7192,0
32015,NV,Lander County,3257,4,4,1,1,0.9635,0.4397,0
32017,NV,Lincoln County,2737,4,4,1,1,1,0,0
32019,NV,Lyon County,27065,4,4,3,1,0.998,0.8826,0.1213
32021,NV,Mineral County,3386,4,4,2,1,0.9962,0.5455,0
32023,NV,Nye County,27972,4,3,1,1,0.8486,0.365,0.1414
32027,NV,Pershing County,2660,4,4,1,1,0.9936,0.0241,0
32029,NV,Storey County,2383,4,4,2,1,0.9782,0.5728,8e-4
32031,NV,Washoe County,225085,4,4,4,1,0.9958,0.9791,0.3846
32033,NV,White Pine County,5219,4,1,1,1,0.3085,0.0019,0.0019
32510,NV,Carson City,28049,4,4,4,1,1,0.9924,0.0311
33001,NH,Belknap County,43554,4,4,4,1,1,0.9006,0.4057
33003,NH,Carroll County,46328,4,4,3,1,0.9963,0.8794,0.1351
33005,NH,Cheshire County,40644,4,4,3,1,0.9697,0.8649,0.6266
33007,NH,Coos County,24222,4,3,2,1,0.8982,0.5189,0.0351
33009,NH,Grafton County,59222,4,4,3,1,0.927,0.8144,0.0478
33011,NH,Hillsborough County,193024,4,4,4,1,0.998,0.9884,0.6541
33013,NH,Merrimack County,73653,4,4,4,1,1,0.9534,0.6177
33015,NH,Rockingham County,151394,4,4,4,1,1,0.9885,0.6077
33017,NH,Strafford County,61306,4,4,4,1,1,0.9674,0.5297
33019,NH,Sullivan County,25134,4,4,3,1,0.9723,0.8942,0.2286
34001,NJ,Atlantic County,150157,4,4,4,1,1,0.9885,0.2079
34003,NJ,Bergen County,402358,4,4,4,1,0.9822,0.9535,0.4454
34005,NJ,Burlington County,210713,4,4,4,1,0.9976,0.984,0.168
34007,NJ,Camden County,235950,4,4,4,1,0.999,0.9954,0.2838
34009,NJ,Cape May County,117049,4,4,4,1,1,0.9828,0
34011,NJ,Cumberland County,67235,4,4,4,1,0.9802,0.975,0
34013,NJ,Essex County,369791,4,4,4,1,0.9704,0.9327,0.3864
34015,NJ,Gloucester County,132788,4,4,4,1,0.9927,0.9902,0.1557
34017,NJ,Hudson County,336803,4,4,4,1,0.9968,0.9625,0.199
34019,NJ,Hunterdon County,62203,4,4,4,1,0.9888,0.9625,0.0736
34021,NJ,Mercer County,172061,4,4,4,1,1,0.9811,0.3143
34023,NJ,Middlesex County,362859,4,4,4,1,0.9994,0.9465,0.3708
34025,NJ,Monmouth County,315626,4,4,4,1,1,0.9676,0.2261
34027,NJ,Morris County,221759,4,4,4,1,0.9819,0.9458,0.4298
34029,NJ,Ocean County,333605,4,4,4,1,1,0.9753,0.0417
34031,NJ,Passaic County,205312,4,4,3,1,1,0.8561,0.6588
34033,NJ,Salem County,33115,4,4,4,1,0.939,0.936,0.1096
34035,NJ,Somerset County,160001,4,4,4,1,1,0.9737,0.2632
34037,NJ,Sussex County,73686,4,4,3,1,0.9739,0.8453,0.3296
34039,NJ,Union County,231631,4,4,4,1,0.9872,0.953,0.5845
34041,NJ,Warren County,54235,4,4,4,1,0.9205,0.9105,0.0229
35001,NM,Bernalillo County,325242,4,4,4,1,0.983,0.968,9e-4
35003,NM,Catron County,4328,4,2,1,1,0.7234,0,0
35005,NM,Chaves County,31627,4,4,3,1,1,0.8653,0.3625
35006,NM,Cibola County,16314,4,4,1,1,1,0.4782,0.4782
35007,NM,Colfax County,11483,4,4,1,1,1,0.2305,0.2305
35009,NM,Curry County,24248,4,4,4,1,1,0.9263,0.8489
35011,NM,De Baca County,1531,4,4,3,1,1,0.8635,0.8635
35013,NM,Doña Ana County,100709,4,4,3,1,0.9262,0.8184,0.0116
35015,NM,Eddy County,32423,4,4,2,1,0.9798,0.6344,0.3811
35017,NM,Grant County,17012,4,4,2,1,0.9069,0.6799,3e-4
35019,NM,Guadalupe County,3163,4,4,3,1,1,0.8893,0.8893
35021,NM,Harding County,894,4,4,2,1,1,0.6779,0.6779
35023,NM,Hidalgo County,3315,4,4,1,1,1,0.1038,0.1038
35025,NM,Lea County,33132,4,4,2,1,1,0.7144,0.7142
35027,NM,Lincoln County,21563,4,4,1,1,0.9518,0.1328,0.1308
35028,NM,Los Alamos County,9381,4,4,4,1,0.9972,0.9608,0
35029,NM,Luna County,13375,4,1,1,1,0.4285,0.0076,0.0059
35031,NM,McKinley County,29254,4,4,1,1,0.96,0.4196,0.0186
35033,NM,Mora County,4618,4,4,1,1,1,0,0
35035,NM,Otero County,38041,4,4,1,1,0.9674,0.1956,0.168
35037,NM,Quay County,7626,4,4,3,1,1,0.827,0.827
35039,NM,Rio Arriba County,22554,4,2,1,1,0.6704,0.0215,0.0208
35041,NM,Roosevelt County,10220,4,4,3,1,0.9057,0.8281,0.8278
35043,NM,Sandoval County,65252,4,4,3,1,0.9369,0.8209,0
35045,NM,San Juan County,53141,4,4,3,1,0.9273,0.858,0.0014
35047,NM,San Miguel County,18561,4,3,2,0.9999,0.8938,0.6649,0.5515
35049,NM,Santa Fe County,85131,4,4,3,1,0.9147,0.7605,0.0162
35051,NM,Sierra County,8911,4,4,1,1,1,0.154,0.154
35053,NM,Socorro County,9374,4,3,1,1,0.7784,0.0047,0.0047
35055,NM,Taos County,24582,4,4,1,1,0.9997,0.2556,0.2548
35057,NM,Torrance County,10908,4,2,1,1,0.6314,0.2443,0.0667
35059,NM,Union County,3579,4,4,2,1,1,0.6046,0.6046
35061,NM,Valencia County,32728,4,3,3,1,0.8351,0.7593,0.0982
36001,NY,Albany County,157687,4,4,4,1,1,0.9598,0.0038
36003,NY,Allegany County,26799,4,3,3,1,0.8835,0.881,0.596
36005,NY,Bronx County,589429,4,4,4,1,0.9721,0.9415,0.6945
36007,NY,Broome County,100176,4,4,4,1,0.9593,0.9581,0.2834
36009,NY,Cattaraugus County,45557,4,3,3,1,0.8244,0.8193,0.4381
36011,NY,Cayuga County,40238,4,4,4,1,0.9431,0.9076,0.1865
36013,NY,Chautauqua County,74752,4,3,3,1,0.8962,0.8602,0.3447
36015,NY,Chemung County,42228,4,4,4,1,0.9549,0.9542,0.2599
36017,NY,Chenango County,27096,4,3,3,1,0.7937,0.774,0.1396
36019,NY,Clinton County,41114,4,4,4,1,1,0.9197,0.184
36021,NY,Columbia County,36734,4,4,4,1,1,0.9018,0.4726
36023,NY,Cortland County,22956,4,4,4,1,0.9056,0.9033,0.1877
36025,NY,Delaware County,33499,4,4,3,1,0.9256,0.7969,0.6643
36027,NY,Dutchess County,133544,4,4,4,1,1,0.9246,0.0032
36029,NY,Erie County,472632,4,4,4,1,0.9807,0.9622,0.035
36031,NY,Essex County,28198,4,4,3,1,0.9968,0.8288,0.366
36033,NY,Franklin County,31007,4,4,2,1,0.9816,0.718,0.2068
36035,NY,Fulton County,31204,4,4,3,1,0.9991,0.8744,0.0346
36037,NY,Genesee County,29201,4,4,4,1,0.9665,0.9033,0.3522
36039,NY,Greene County,31969,4,4,4,1,1,0.9275,0.2188
36041,NY,Hamilton County,8570,4,4,2,1,1,0.6567,0.5275
36043,NY,Herkimer County,36341,4,4,3,1,0.9949,0.8646,0.0455
36045,NY,Jefferson County,63906,4,4,3,1,1,0.8705,0.0135
36047,NY,Kings County,1188185,4,4,4,1,0.9835,0.956,0.6526
36049,NY,Lewis County,17169,4,4,2,1,1,0.7083,0.1629
36051,NY,Livingston County,30055,4,3,3,1,0.8558,0.8505,0.188
36053,NY,Madison County,33951,4,4,3,1,0.938,0.8944,0.1147
36055,NY,Monroe County,357703,4,4,4,1,0.9991,0.9499,0.3531
36057,NY,Montgomery County,25595,4,4,3,1,0.9811,0.8319,0.059
36059,NY,Nassau County,513895,4,4,4,1,0.9991,0.9729,0.6103
36061,NY,New York County,987313,4,4,3,1,0.996,0.8434,0.5966
36063,NY,Niagara County,108463,4,4,4,1,0.9681,0.9362,0.0074
36065,NY,Oneida County,115199,4,4,4,1,0.984,0.9148,0.0509
36067,NY,Onondaga County,228096,4,4,4,1,0.9963,0.9651,0.0653
36069,NY,Ontario County,57522,4,4,4,1,0.9492,0.9348,0.4013
36071,NY,Orange County,161293,4,4,4,1,1,0.9011,0.07
36073,NY,Orleans County,19995,4,4,4,1,1,0.9094,0.0194
36075,NY,Oswego County,60158,4,4,4,1,1,0.9211,0.1562
36077,NY,Otsego County,33936,4,3,3,1,0.8751,0.8154,0.2191
36079,NY,Putnam County,41713,4,4,4,1,1,0.9714,0.0211
36081,NY,Queens County,972715,4,4,4,1,0.9997,0.9324,0.7127
36083,NY,Rensselaer County,79824,4,4,4,1,1,0.9493,0.0352
36085,NY,Richmond County,196550,4,4,4,1,0.9903,0.9901,0.9127
36087,NY,Rockland County,116869,4,4,4,1,1,0.9521,0.4747
36089,NY,St. Lawrence County,57532,4,4,3,1,0.9928,0.8053,0.3396
36091,NY,Saratoga County,117738,4,4,4,1,0.997,0.9424,0.0158
36093,NY,Schenectady County,75248,4,4,4,1,0.9988,0.9763,0.0018
36095,NY,Schoharie County,18382,4,4,4,1,0.9955,0.928,0.1404
36097,NY,Schuyler County,10697,4,3,3,1,0.8903,0.8892,0.6179
36099,NY,Seneca County,18077,4,4,4,1,0.9708,0.9263,0.6305
36101,NY,Steuben County,52802,4,3,3,1,0.8862,0.8842,0.5648
36103,NY,Suffolk County,634191,4,4,4,1,1,0.937,0.6364
36105,NY,Sullivan County,55848,4,4,4,1,0.9948,0.9031,0.0038
36107,NY,Tioga County,24519,4,4,4,1,0.9199,0.9182,0.2579
36109,NY,Tompkins County,50083,4,4,4,1,0.9266,0.9242,0.154
36111,NY,Ulster County,93364,4,4,4,1,0.9999,0.9187,0.0103
36113,NY,Warren County,44262,4,4,4,1,0.9838,0.9003,0.0768
36115,NY,Washington County,32252,4,4,3,1,0.9881,0.8635,0.1679
36117,NY,Wayne County,46226,4,4,4,1,0.996,0.9065,0.1991
36119,NY,Westchester County,417070,4,4,4,1,0.9925,0.9024,0.3021
36121,NY,Wyoming County,20905,4,3,3,1,0.8144,0.8128,0.2289
36123,NY,Yates County,14446,4,3,3,1,0.8671,0.8583,0.4137
37001,NC,Alamance County,82618,4,4,4,1,0.912,0.9034,0.269
37003,NC,Alexander County,18527,4,2,2,1,0.658,0.6489,0.003
37005,NC,Alleghany County,8890,4,4,4,1,0.9629,0.9629,0.883
37007,NC,Anson County,12051,4,2,1,1,0.5736,0.4375,0.1659
37009,NC,Ashe County,20498,4,4,4,1,0.9903,0.9903,0.9878
37011,NC,Avery County,15812,4,3,3,1,0.8193,0.8098,0.2949
37013,NC,Beaufort County,31810,4,2,1,1,0.5009,0.4908,0
37015,NC,Bertie County,11641,4,2,2,1,0.6036,0.5843,0.2387
37017,NC,Bladen County,21580,4,2,2,1,0.6614,0.6444,0.2151
37019,NC,Brunswick County,99288,4,4,4,1,0.9857,0.9852,0.4778
37021,NC,Buncombe County,144374,4,4,4,1,0.9239,0.9162,0.23
37023,NC,Burke County,45758,4,3,2,1,0.7843,0.7453,0.0352
37025,NC,Cabarrus County,94788,4,4,4,1,0.9498,0.9335,0.493
37027,NC,Caldwell County,40751,4,3,3,1,0.8803,0.8764,0.121
37029,NC,Camden County,4792,4,2,2,1,0.7166,0.7047,0.2254
37031,NC,Carteret County,60030,4,4,4,1,0.9428,0.9414,3e-4
37033,NC,Caswell County,13127,4,2,1,1,0.5265,0.4264,0.1173
37035,NC,Catawba County,81162,4,3,3,1,0.8902,0.8827,0.02
37037,NC,Chatham County,40706,4,2,2,1,0.6825,0.662,0.3197
37039,NC,Cherokee County,21495,4,2,1,1,0.5637,0.2784,0.277
37041,NC,Chowan County,8790,4,2,2,1,0.651,0.6501,0
37043,NC,Clay County,8635,4,2,2,1,0.599,0.5983,0.5053
37045,NC,Cleveland County,50254,4,3,3,1,0.832,0.821,0.1053
37047,NC,Columbus County,33427,4,3,3,1,0.8588,0.8534,0.5017
37049,NC,Craven County,52631,4,3,3,1,0.8091,0.8048,0.0325
37051,NC,Cumberland County,150947,4,4,4,1,0.939,0.9351,0.2096
37053,NC,Currituck County,18959,4,3,3,1,0.8628,0.852,0
37055,NC,Dare County,36877,4,4,4,1,0.9565,0.9524,0
37057,NC,Davidson County,83924,4,4,4,1,0.9591,0.9548,0.3657
37059,NC,Davie County,22877,4,4,4,1,0.9629,0.9617,0.8123
37061,NC,Duplin County,31466,4,2,1,1,0.511,0.4968,0.0237
37063,NC,Durham County,158914,4,4,4,1,0.9357,0.9318,0.4533
37065,NC,Edgecombe County,28534,4,2,2,1,0.6409,0.6226,0.0913
37067,NC,Forsyth County,185487,4,4,4,1,0.9606,0.9483,0.3668
37069,NC,Franklin County,34275,4,2,2,1,0.7129,0.7079,0.0399
37071,NC,Gaston County,109526,4,4,4,1,0.9353,0.9289,0.3047
37073,NC,Gates County,5865,4,2,1,1,0.5014,0.4793,0.2604
37075,NC,Graham County,6236,4,1,1,1,0.3982,0.398,0.0018
37077,NC,Granville County,29484,4,2,2,1,0.6521,0.6472,0
37079,NC,Greene County,9772,4,1,1,1,0.4149,0.3962,0.3622
37081,NC,Guilford County,269934,4,4,4,1,0.9407,0.9355,0.489
37083,NC,Halifax County,29974,4,2,2,1,0.5546,0.5454,0.0126
37085,NC,Harnett County,61709,4,3,3,1,0.8033,0.7716,0.0216
37087,NC,Haywood County,38463,4,3,3,1,0.8236,0.8159,0.0905
37089,NC,Henderson County,63672,4,3,3,1,0.7969,0.774,0.3254
37091,NC,Hertford County,11942,4,2,2,1,0.7198,0.7052,0.0372
37093,NC,Hoke County,24308,4,3,3,1,0.7895,0.7546,0.1169
37095,NC,Hyde County,4357,4,1,1,1,0.0165,0.0161,0
37097,NC,Iredell County,89566,4,4,3,1,0.9222,0.8833,0.275
37099,NC,Jackson County,32464,4,1,1,1,0.3746,0.3702,0.1453
37101,NC,Johnston County,101920,4,3,3,1,0.8428,0.8298,0.0843
37103,NC,Jones County,5888,4,3,3,1,0.8145,0.8089,0.4917
37105,NC,Lee County,30368,4,3,3,1,0.8479,0.8027,0.1269
37107,NC,Lenoir County,31422,4,2,2,1,0.7263,0.705,0.0991
37109,NC,Lincoln County,42795,4,3,3,1,0.8702,0.8597,0.1652
37111,NC,McDowell County,24022,4,2,2,1,0.61240000000000006,0.5997,0.0043
37113,NC,Macon County,29756,4,1,1,1,0.4822,0.4804,0.2521
37115,NC,Madison County,14008,4,4,3,1,0.9004,0.8676,0.7908
37117,NC,Martin County,13361,4,1,1,1,0.4746,0.4622,1e-4
37119,NC,Mecklenburg County,528200,4,4,4,1,0.9663,0.9508,0.5774
37121,NC,Mitchell County,10278,4,4,3,1,0.9088,0.7896,0.7434
37123,NC,Montgomery County,18029,4,2,2,1,0.5295,0.5204,0.1829
37125,NC,Moore County,58196,4,3,3,1,0.767,0.757,0.0967
37127,NC,Nash County,51766,4,2,2,1,0.673,0.6578,0.0022
37129,NC,New Hanover County,124119,4,4,4,1,0.9526,0.9448,0.3067
37131,NC,Northampton County,13006,4,2,2,1,0.6924,0.6798,0.0478
37133,NC,Onslow County,93798,4,4,4,1,0.9272,0.923,0.0012
37135,NC,Orange County,68426,4,3,3,1,0.8452,0.8383,0.33
37137,NC,Pamlico County,9132,4,2,2,1,0.6843,0.681,0
37139,NC,Pasquotank County,20551,4,3,3,1,0.8874,0.8607,0
37141,NC,Pender County,36125,4,3,3,1,0.7619,0.758,0.0972
37143,NC,Perquimans County,8702,4,2,2,1,0.5825,0.5786,0
37145,NC,Person County,23682,4,2,2,1,0.6879,0.6832,0
37147,NC,Pitt County,89087,4,3,3,1,0.8274,0.7761,0.176
37149,NC,Polk County,13153,4,2,1,1,0.5094,0.3943,0.1573
37151,NC,Randolph County,72054,4,3,3,1,0.887,0.8738,0.4187
37153,NC,Richmond County,24247,4,3,3,1,0.816,0.7991,0.1169
37155,NC,Robeson County,67176,4,3,3,1,0.8105,0.7992,0.3616
37157,NC,Rockingham County,51253,4,3,3,1,0.8244,0.8171,0.0484
37159,NC,Rowan County,71664,4,4,3,1,0.9091,0.899,0.3853
37161,NC,Rutherford County,40309,4,2,2,1,0.6305,0.5957,0.5952
37163,NC,Sampson County,34162,4,2,2,1,0.6804,0.6713,0.6169
37165,NC,Scotland County,17229,4,3,3,1,0.7847,0.7688,0.0027
37167,NC,Stanly County,32214,4,3,3,1,0.8303,0.8073,0.2626
37169,NC,Stokes County,25431,4,3,3,1,0.815,0.8092,0.2275
37171,NC,Surry County,42745,4,4,4,1,0.9459,0.9454,0.5382
37173,NC,Swain County,10299,4,1,1,0.9997,0.3633,0.3599,8e-4
37175,NC,Transylvania County,22213,4,3,3,1,0.8181,0.8181,0.0653
37177,NC,Tyrrell County,2374,4,1,1,1,0.3353,0.3277,0
37179,NC,Union County,94290,4,3,3,1,0.895,0.8812,0.2494
37181,NC,Vance County,22744,4,3,3,1,0.7646,0.7592,0
37183,NC,Wake County,503881,4,4,4,1,0.9645,0.9524,0.6354
37185,NC,Warren County,14797,4,1,1,1,0.3362,0.3309,0.0082
37187,NC,Washington County,7860,4,2,2,1,0.6527,0.6499,0
37189,NC,Watauga County,37059,4,4,4,1,0.9332,0.932,0.4745
37191,NC,Wayne County,58981,4,3,3,1,0.8647,0.8514,0.2459
37193,NC,Wilkes County,41284,4,4,4,1,0.9524,0.9519,0.5658
37195,NC,Wilson County,41331,4,4,4,1,0.9476,0.9409,0.7336
37197,NC,Yadkin County,21846,4,4,4,1,0.9129,0.9085,0.6265
37199,NC,Yancey County,13242,4,4,3,1,0.9435,0.7768,0.7753
