county_fips,state,county_name,airband_fcc_availability,airband_usage
20015,KS,Butler County,0.9448,0.44
20017,KS,Chase County,0.1847,0.101
20019,KS,Chautauqua County,0.2951,0.122
20021,KS,Cherokee County,0.9865,0.21
20023,KS,Cheyenne County,0.5201,0.271
20025,KS,Clark County,0.4734,0.246
20027,KS,Clay County,0.9898,0.501
20029,KS,Cloud County,0.9925,0.421
20031,KS,Coffey County,0.9998,0.546
20033,KS,Comanche County,0.7541,0.169
20035,KS,Cowley County,0.9543,0.569
20037,KS,Crawford County,0.9595,0.735
20039,KS,Decatur County,0.7329,0.163
20041,KS,Dickinson County,0.9081,0.266
20043,KS,Doniphan County,0.8174,0.232
20045,KS,Douglas County,1,0.598
20047,KS,Edwards County,0.6934,0.108
20049,KS,Elk County,0.8866,0.402
20051,KS,Ellis County,0.9966,0.545
20053,KS,Ellsworth County,0.8877,0.317
20055,KS,Finney County,0.9939,0.474
20057,KS,Ford County,0.8317,0.456
20059,KS,Franklin County,1,0.384
20061,KS,Geary County,0.8476,0.608
20063,KS,Gove County,0.7147,0.168
20065,KS,Graham County,0.9855,0.242
20067,KS,Grant County,1,0.399
20069,KS,Gray County,0.8093,0.345
20071,KS,Greeley County,0.961,0.171
20073,KS,Greenwood County,0.3872,0.184
20075,KS,Hamilton County,1,0.386
20077,KS,Harper County,0.9925,0.363
20079,KS,Harvey County,0.9999,0.582
20081,KS,Haskell County,0.9841,0.218
20083,KS,Hodgeman County,0.6237,0.046
20085,KS,Jackson County,0.9278,0.216
20087,KS,Jefferson County,0.9743,0.133
20089,KS,Jewell County,0.9705,0.463
20091,KS,Johnson County,0.9997,0.72
20093,KS,Kearny County,0.9997,0.274
20095,KS,Kingman County,0.8788,0.232
20097,KS,Kiowa County,0.7899,0.247
20099,KS,Labette County,0.7649,0.299
20101,KS,Lane County,0.9798,0.098
20103,KS,Leavenworth County,0.9636,0.614
20105,KS,Lincoln County,0.8609,0.31
20107,KS,Linn County,1,0.19
20109,KS,Logan County,0.8923,0.366
20111,KS,Lyon County,0.9987,0.503
20113,KS,McPherson County,0.8303,0.654
20115,KS,Marion County,0.9076,0.25
20117,KS,Marshall County,0.9756,0.387
20119,KS,Meade County,0.001,0.141
20121,KS,Miami County,1,0.307
20123,KS,Mitchell County,0.9928,0.593
20125,KS,Montgomery County,0.9617,0.504
20127,KS,Morris County,0.9729,0.362
20129,KS,Morton County,1,0.251
20131,KS,Nemaha County,0.7369,0.271
20133,KS,Neosho County,0.9749,0.36
20135,KS,Ness County,0.8876,0.248
20137,KS,Norton County,0.7474,0.508
20139,KS,Osage County,1,0.171
20141,KS,Osborne County,0.9798,0.657
20143,KS,Ottawa County,0.8129,0.198
20145,KS,Pawnee County,0.9012,0.237
20147,KS,Phillips County,0.7572,0.687
20149,KS,Pottawatomie County,0.97,0.617
20151,KS,Pratt County,0.7943,0.884
20153,KS,Rawlins County,0.4617,0.199
20155,KS,Reno County,0.9656,0.407
20157,KS,Republic County,0.9312,0.284
20159,KS,Rice County,0.7795,0.201
20161,KS,Riley County,0.8863,0.522
20163,KS,Rooks County,0.8709,0.603
20165,KS,Rush County,0.8317,0.486
20167,KS,Russell County,0.9936,0.442
20169,KS,Saline County,0.9177,0.764
20171,KS,Scott County,0.9998,0.202
20173,KS,Sedgwick County,0.9863,0.645
20175,KS,Seward County,0.5745,0.213
20177,KS,Shawnee County,1,0.534
20179,KS,Sheridan County,0.7652,0.383
20181,KS,Sherman County,0.8655,0.324
20183,KS,Smith County,0.8758,0.703
20185,KS,Stafford County,0.7305,0.2
20187,KS,Stanton County,1,0.198
20189,KS,Stevens County,0.9872,0.426
20191,KS,Sumner County,0.9284,0.239
20193,KS,Thomas County,0.9025,0.414
20195,KS,Trego County,0.8816,0.437
20197,KS,Wabaunsee County,0.6707,0.183
20199,KS,Wallace County,0.53,0.247
20201,KS,Washington County,0.7952,0.358
20203,KS,Wichita County,0.9519,0.178
20205,KS,Wilson County,1,0.119
20207,KS,Woodson County,0.9175,0.105
20209,KS,Wyandotte County,0.9979,0.549
21001,KY,Adair County,0.7839,0.314
21003,KY,Allen County,0.9891,0.379
21005,KY,Anderson County,0.9866,0.422
21007,KY,Ballard County,0.7968,0.415
21009,KY,Barren County,0.8386,0.446
21011,KY,Bath County,0.9871,0.138
21013,KY,Bell County,0.9849,0.379
21015,KY,Boone County,0.9925,0.624
21017,KY,Bourbon County,0.9946,0.372
21019,KY,Boyd County,0.9737,0.577
21021,KY,Boyle County,0.9924,0.548
21023,KY,Bracken County,0.9889,0.118
21025,KY,Breathitt County,0.6861,0.094
21027,KY,Breckinridge County,0.7461,0.139
21029,KY,Bullitt County,0.9944,0.702
21031,KY,Butler County,0.2708,0.059
21033,KY,Caldwell County,0.6835,0.15
21035,KY,Calloway County,0.9557,0.525
21037,KY,Campbell County,0.994,0.583
21039,KY,Carlisle County,0.9599,0.106
21041,KY,Carroll County,0.8164,0.529
21043,KY,Carter County,0.8975,0.579
21045,KY,Casey County,0.9211,0.033
21047,KY,Christian County,0.8719,0.496
21049,KY,Clark County,0.9664,0.43
21051,KY,Clay County,0.9735,0.26
21053,KY,Clinton County,0.9208,0.129
21055,KY,Crittenden County,0.662,0.048
21057,KY,Cumberland County,0.5718,0.17
21059,KY,Daviess County,0.905,0.533
21061,KY,Edmonson County,0.8961,0.139
21063,KY,Elliott County,1,0.206
21065,KY,Estill County,0.9747,0.197
21067,KY,Fayette County,0.9974,0.619
21069,KY,Fleming County,0.9926,0.353
21071,KY,Floyd County,0.9417,0.243
21073,KY,Franklin County,0.9946,0.381
21075,KY,Fulton County,0.6264,0.083
21077,KY,Gallatin County,0.8629,0.273
21079,KY,Garrard County,0.9184,0.103
21081,KY,Grant County,0.9594,0.381
21083,KY,Graves County,0.9483,0.623
21085,KY,Grayson County,0.9031,0.153
21087,KY,Green County,0.879,0.199
21089,KY,Greenup County,0.9558,0.2
21091,KY,Hancock County,0.1833,0.051
21093,KY,Hardin County,0.9998,0.712
21095,KY,Harlan County,0.909,0.102
21097,KY,Harrison County,0.9988,0.208
21099,KY,Hart County,0.9056,0.214
21101,KY,Henderson County,0.8923,0.533
21103,KY,Henry County,0.8416,0.073
21105,KY,Hickman County,0.3247,0.134
21107,KY,Hopkins County,0.8195,0.344
21109,KY,Jackson County,0.9999,0.382
21111,KY,Jefferson County,0.9998,0.579
21113,KY,Jessamine County,0.9855,0.408
21115,KY,Johnson County,0.9877,0.388
21117,KY,Kenton County,0.9951,0.618
21119,KY,Knott County,0.9923,0.267
21121,KY,Knox County,0.9489,0.284
21123,KY,Larue County,0.8753,0.362
21125,KY,Laurel County,0.9882,0.611
21127,KY,Lawrence County,1,0.327
21129,KY,Lee County,0.4539,0.091
21131,KY,Leslie County,0.7925,0.091
21133,KY,Letcher County,0.9672,0.151
21135,KY,Lewis County,0.9159,0.064
21137,KY,Lincoln County,0.7891,0.064
21139,KY,Livingston County,0.8314,0.099
21141,KY,Logan County,0.7192,0.31
21143,KY,Lyon County,0.2823,0.078
21145,KY,McCracken County,0.9775,0.524
21147,KY,McCreary County,1,0.243
21149,KY,McLean County,0.5062,0.061
21151,KY,Madison County,0.9589,0.475
21153,KY,Magoffin County,1,0.329
21155,KY,Marion County,0.9091,0.27
21157,KY,Marshall County,0.9687,0.379
21159,KY,Martin County,0.819,0.307
21161,KY,Mason County,1,0.227
21163,KY,Meade County,1,0.638
21165,KY,Menifee County,1,0.249
21167,KY,Mercer County,0.9891,0.28
21169,KY,Metcalfe County,0.7605,0.167
21171,KY,Monroe County,0.8813,0.093
21173,KY,Montgomery County,0.9998,0.447
21175,KY,Morgan County,1,0.49
21177,KY,Muhlenberg County,0.8033,0.26
21179,KY,Nelson County,0.9592,0.393
21181,KY,Nicholas County,1,0.043
21183,KY,Ohio County,0.4722,0.17
21185,KY,Oldham County,0.9858,0.52
21187,KY,Owen County,0.8985,0.164
21189,KY,Owsley County,1,0.374
21191,KY,Pendleton County,0.8523,0.281
21193,KY,Perry County,0.9736,0.132
21195,KY,Pike County,0.9396,0.321
21197,KY,Powell County,0.7597,0.168
21199,KY,Pulaski County,0.981,0.441
21201,KY,Robertson County,1,0.088
21203,KY,Rockcastle County,0.9521,0.116
21205,KY,Rowan County,0.9901,0.319
21207,KY,Russell County,0.8605,0.606
21209,KY,Scott County,0.9882,0.5
21211,KY,Shelby County,0.998,0.516
21213,KY,Simpson County,0.6808,0.477
21215,KY,Spencer County,0.993,0.197
21217,KY,Taylor County,0.9391,0.32
21219,KY,Todd County,0.4946,0.076
21221,KY,Trigg County,0.6974,0.277
21223,KY,Trimble County,0.8323,0.072
21225,KY,Union County,0.8097,0.29
21227,KY,Warren County,0.934,0.511
21229,KY,Washington County,0.8402,0.117
21231,KY,Wayne County,0.8306,0.178
21233,KY,Webster County,0.6295,0.093
21235,KY,Whitley County,0.9653,0.483
21237,KY,Wolfe County,1,0.201
21239,KY,Woodford County,0.9909,0.38
22001,LA,Acadia Parish,0.7202,0.22
22003,LA,Allen Parish,0.6107,0.115
22005,LA,Ascension Parish,0.9878,0.692
22007,LA,Assumption Parish,0.9886,0.157
22009,LA,Avoyelles Parish,0.726,0.13
22011,LA,Beauregard Parish,0.4305,0.257
22013,LA,Bienville Parish,0.2124,0.056
22015,LA,Bossier Parish,0.874,0.584
22017,LA,Caddo Parish,0.9619,0.418
22019,LA,Calcasieu Parish,0.8958,0.321
22021,LA,Caldwell Parish,0.5206,0.212
22023,LA,Cameron Parish,0.0184,0.134
22025,LA,Catahoula Parish,0.2629,0.025
22027,LA,Claiborne Parish,0.4999,0.081
22029,LA,Concordia Parish,0.7605,0.095
22031,LA,De Soto Parish,0.7241,0.139
22033,LA,East Baton Rouge Parish,1,0.546
22035,LA,East Carroll Parish,0.6671,0.111
22037,LA,East Feliciana Parish,0.2578,0.062
22039,LA,Evangeline Parish,0.5352,0.168
22041,LA,Franklin Parish,0.3216,0.148
22043,LA,Grant Parish,0.3435,0.105
22045,LA,Iberia Parish,0.9997,0.343
22047,LA,Iberville Parish,0.8499,0.376
22049,LA,Jackson Parish,0.0886,0.033
22051,LA,Jefferson Parish,0.9841,0.533
22053,LA,Jefferson Davis Parish,0.7583,0.126
22055,LA,Lafayette Parish,0.9752,0.636
22057,LA,Lafourche Parish,0.9945,0.66
22059,LA,LaSalle Parish,0.4517,0.09
22061,LA,Lincoln Parish,0.7341,0.502
22063,LA,Livingston Parish,0.9864,0.476
22065,LA,Madison Parish,0.6987,0.199
22067,LA,Morehouse Parish,0.8647,0.323
22069,LA,Natchitoches Parish,0.6733,0.315
22071,LA,Orleans Parish,0.9346,0.403
22073,LA,Ouachita Parish,0.9675,0.439
22075,LA,Plaquemines Parish,0.7534,0.318
22077,LA,Pointe Coupee Parish,0.836,0.223
22079,LA,Rapides Parish,0.8215,0.515
22081,LA,Red River Parish,0.3175,0.072
22083,LA,Richland Parish,0.4937,0.215
22085,LA,Sabine Parish,0.2456,0.062
22087,LA,St. Bernard Parish,0.942,0.402
22089,LA,St. Charles Parish,0.9725,0.528
22091,LA,St. Helena Parish,0.2827,0.066
22093,LA,St. James Parish,0.9948,0.228
22095,LA,St. John the Baptist Parish,0.9996,0.427
22097,LA,St. Landry Parish,0.9477,0.518
22099,LA,St. Martin Parish,0.9933,0.4
22101,LA,St. Mary Parish,0.9833,0.309
22103,LA,St. Tammany Parish,0.9873,0.697
22105,LA,Tangipahoa Parish,0.8879,0.508
22107,LA,Tensas Parish,0.0305,0.054
22109,LA,Terrebonne Parish,0.9969,0.555
22111,LA,Union Parish,0.3405,0.054
22113,LA,Vermilion Parish,0.9609,0.28
22115,LA,Vernon Parish,0.5884,0.346
22117,LA,Washington Parish,0.4575,0.103
22119,LA,Webster Parish,0.6822,0.2
22121,LA,West Baton Rouge Parish,0.9128,0.42
22123,LA,West Carroll Parish,0.3195,0.137
22125,LA,West Feliciana Parish,0.3543,0.151
22127,LA,Winn Parish,0.4009,0.164
23001,ME,Androscoggin County,0.9983,0.592
23003,ME,Aroostook County,0.9163,0.436
23005,ME,Cumberland County,0.9975,0.646
23007,ME,Franklin County,0.9062,0.314
23009,ME,Hancock County,0.9101,0.48
23011,ME,Kennebec County,0.9982,0.586
23013,ME,Knox County,0.9839,0.468
23015,ME,Lincoln County,0.9645,0.445
23017,ME,Oxford County,0.921,0.362
23019,ME,Penobscot County,0.9476,0.523
23021,ME,Piscataquis County,0.8216,0.234
23023,ME,Sagadahoc County,0.9813,0.435
23025,ME,Somerset County,0.913,0.282
23027,ME,Waldo County,0.8895,0.316
23029,ME,Washington County,0.9029,0.314
23031,ME,York County,0.9897,0.574
24001,MD,Allegany County,0.9059,0.633
24003,MD,Anne Arundel County,0.9759,0.846
24005,MD,Baltimore County,0.9829,0.8
24009,MD,Calvert County,0.9779,0.758
24011,MD,Caroline County,0.9333,0.37
24013,MD,Carroll County,0.9774,0.677
24015,MD,Cecil County,0.968,0.741
24017,MD,Charles County,0.9211,0.747
24019,MD,Dorchester County,0.8922,0.509
24021,MD,Frederick County,0.9776,0.806
24023,MD,Garrett County,0.9174,0.479
24025,MD,Harford County,0.9906,0.767
24027,MD,Howard County,0.9767,0.883
24029,MD,Kent County,0.9781,0.403
24031,MD,Montgomery County,0.9879,0.81
24033,MD,Prince George's County,0.9701,0.864
24035,MD,Queen Anne's County,0.9849,0.723
24037,MD,St. Mary's County,0.9665,0.862
24039,MD,Somerset County,0.9107,0.184
24041,MD,Talbot County,0.8717,0.616
24043,MD,Washington County,0.9668,0.523
24045,MD,Wicomico County,0.9823,0.767
24047,MD,Worcester County,0.9074,0.759
24510,MD,Baltimore city,0.9872,0.591
25001,MA,Barnstable County,0.9864,0.759
25003,MA,Berkshire County,0.9398,0.56
25005,MA,Bristol County,0.9839,0.715
25007,MA,Dukes County,0.9275,0.568
25009,MA,Essex County,0.9888,0.713
25011,MA,Franklin County,0.8236,0.567
25013,MA,Hampden County,0.9814,0.694
25015,MA,Hampshire County,0.8729,0.562
25017,MA,Middlesex County,0.9867,0.812
25019,MA,Nantucket County,0.9878,0.976
25021,MA,Norfolk County,0.9783,0.781
25023,MA,Plymouth County,0.9784,0.809
25025,MA,Suffolk County,0.9843,0.623
25027,MA,Worcester County,0.9894,0.734
26001,MI,Alcona County,0.7052,0.139
26003,MI,Alger County,0.7587,0.311
26005,MI,Allegan County,0.9029,0.392
26007,MI,Alpena County,0.9211,0.803
26009,MI,Antrim County,0.9995,0.363
26011,MI,Arenac County,0.6967,0.32
26013,MI,Baraga County,0.6344,0.197
26015,MI,Barry County,0.8065,0.27
26017,MI,Bay County,0.9466,0.663
26019,MI,Benzie County,0.9385,0.317
26021,MI,Berrien County,0.9481,0.639
26023,MI,Branch County,0.9953,0.473
26025,MI,Calhoun County,0.9528,0.432
26027,MI,Cass County,0.9761,0.396
26029,MI,Charlevoix County,0.9814,0.461
26031,MI,Cheboygan County,0.8007,0.407
26033,MI,Chippewa County,0.7651,0.435
26035,MI,Clare County,0.9273,0.248
26037,MI,Clinton County,0.9876,0.439
26039,MI,Crawford County,0.9361,0.202
26041,MI,Delta County,0.8343,0.43
26043,MI,Dickinson County,0.7323,0.522
26045,MI,Eaton County,0.95,0.453
26047,MI,Emmet County,0.9923,0.513
26049,MI,Genesee County,0.9893,0.645
26051,MI,Gladwin County,0.9705,0.148
26053,MI,Gogebic County,0.802,0.56
26055,MI,Grand Traverse County,0.9817,0.679
26057,MI,Gratiot County,1,0.246
26059,MI,Hillsdale County,0.9834,0.263
26061,MI,Houghton County,0.8414,0.491
26063,MI,Huron County,0.6762,0.346
26065,MI,Ingham County,0.9826,0.604
26067,MI,Ionia County,0.9998,0.232
26069,MI,Iosco County,0.8766,0.455
26071,MI,Iron County,0.5198,0.174
26073,MI,Isabella County,0.9989,0.608
26075,MI,Jackson County,0.9225,0.508
26077,MI,Kalamazoo County,0.9825,0.637
26079,MI,Kalkaska County,0.8954,0.215
26081,MI,Kent County,0.9998,0.654
26083,MI,Keweenaw County,0.535,0.127
26085,MI,Lake County,0.4265,0.036
26087,MI,Lapeer County,0.8318,0.409
26089,MI,Leelanau County,0.9639,0.149
26091,MI,Lenawee County,0.941,0.427
26093,MI,Livingston County,0.9916,0.711
26095,MI,Luce County,0.0393,0.093
26097,MI,Mackinac County,0.5723,0.165
26099,MI,Macomb County,0.9857,0.712
26101,MI,Manistee County,0.7618,0.416
26103,MI,Marquette County,0.8928,0.597
26105,MI,Mason County,0.9338,0.523
26107,MI,Mecosta County,1,0.529
26109,MI,Menominee County,0.6622,0.125
26111,MI,Midland County,0.9778,0.74
26113,MI,Missaukee County,0.4388,0.087
26115,MI,Monroe County,0.9592,0.612
26117,MI,Montcalm County,1,0.468
26119,MI,Montmorency County,0.7015,0.098
26121,MI,Muskegon County,0.9783,0.571
26123,MI,Newaygo County,0.7927,0.243
26125,MI,Oakland County,0.9906,0.75
26127,MI,Oceana County,0.7624,0.112
26129,MI,Ogemaw County,0.9103,0.224
26131,MI,Ontonagon County,0.6733,0.103
26133,MI,Osceola County,0.9719,0.104
26135,MI,Oscoda County,0.9561,0.077
26137,MI,Otsego County,0.9486,0.666
26139,MI,Ottawa County,0.9965,0.732
26141,MI,Presque Isle County,0.8539,0.091
26143,MI,Roscommon County,0.9561,0.675
26145,MI,Saginaw County,0.9557,0.559
26147,MI,St. Clair County,0.8897,0.495
26149,MI,St. Joseph County,0.9023,0.552
26151,MI,Sanilac County,0.3422,0.121
26153,MI,Schoolcraft County,0.572,0.124
26155,MI,Shiawassee County,0.9149,0.541
26157,MI,Tuscola County,0.6996,0.199
26159,MI,Van Buren County,0.8582,0.458
26161,MI,Washtenaw County,0.9821,0.627
26163,MI,Wayne County,0.9916,0.617
26165,MI,Wexford County,0.6708,0.474
27001,MN,Aitkin County,0.7224,0.217
27003,MN,Anoka County,0.9925,0.71
27005,MN,Becker County,0.9421,0.661
27007,MN,Beltrami County,0.9934,0.847
27009,MN,Benton County,0.9256,0.376
27011,MN,Big Stone County,0.9347,0.443
27013,MN,Blue Earth County,0.9919,0.765
27015,MN,Brown County,0.9779,0.566
27017,MN,Carlton County,0.773,0.375
27019,MN,Carver County,0.9986,0.674
27021,MN,Cass County,0.897,0.26
27023,MN,Chippewa County,1,0.3
27025,MN,Chisago County,0.9207,0.221
27027,MN,Clay County,0.9847,0.466
27029,MN,Clearwater County,0.9997,0.27
27031,MN,Cook County,0.9848,0.753
27033,MN,Cottonwood County,1,0.203
27035,MN,Crow Wing County,0.9514,0.755
27037,MN,Dakota County,0.9995,0.725
27039,MN,Dodge County,1,0.553
27041,MN,Douglas County,0.9967,0.621
27043,MN,Faribault County,0.9848,0.271
27045,MN,Fillmore County,0.9663,0.34
27047,MN,Freeborn County,0.9999,0.331
27049,MN,Goodhue County,0.9968,0.609
27051,MN,Grant County,0.9901,0.344
27053,MN,Hennepin County,0.9998,0.692
27055,MN,Houston County,0.9073,0.372
27057,MN,Hubbard County,0.9811,0.453
27059,MN,Isanti County,0.8131,0.572
27061,MN,Itasca County,0.9445,0.511
27063,MN,Jackson County,1,0.483
27065,MN,Kanabec County,0.6318,0.09
27067,MN,Kandiyohi County,1,0.545
27069,MN,Kittson County,0.7182,0.253
27071,MN,Koochiching County,0.8228,0.356
27073,MN,Lac qui Parle County,0.9944,0.365
27075,MN,Lake County,0.9175,0.274
27077,MN,Lake of the Woods County,0.607,0.318
27079,MN,Le Sueur County,0.997,0.469
27081,MN,Lincoln County,1,0.213
27083,MN,Lyon County,1,0.557
27085,MN,McLeod County,0.9836,0.633
27087,MN,Mahnomen County,0.9282,0.225
27089,MN,Marshall County,0.8107,0.171
27091,MN,Martin County,0.9936,0.461
27093,MN,Meeker County,0.9652,0.497
27095,MN,Mille Lacs County,0.7691,0.322
27097,MN,Morrison County,0.9129,0.23
27099,MN,Mower County,0.9992,0.427
27101,MN,Murray County,1,0.152
27103,MN,Nicollet County,0.9528,0.441
27105,MN,Nobles County,1,0.452
27107,MN,Norman County,0.9755,0.279
27109,MN,Olmsted County,0.9991,0.774
27111,MN,Otter Tail County,0.9869,0.426
27113,MN,Pennington County,0.9873,0.423
27115,MN,Pine County,0.6755,0.193
27117,MN,Pipestone County,1,0.397
27119,MN,Polk County,0.9949,0.408
27121,MN,Pope County,0.9951,0.258
27123,MN,Ramsey County,0.9992,0.682
27125,MN,Red Lake County,1,0.533
27127,MN,Redwood County,1,0.234
27129,MN,Renville County,1,0.31
27131,MN,Rice County,0.9897,0.576
27133,MN,Rock County,1,0.758
27135,MN,Roseau County,0.789,0.323
27137,MN,St. Louis County,0.8902,0.494
27139,MN,Scott County,0.9927,0.733
27141,MN,Sherburne County,0.9405,0.691
27143,MN,Sibley County,0.9935,0.438
27145,MN,Stearns County,0.9623,0.645
27147,MN,Steele County,1,0.785
27149,MN,Stevens County,0.9898,0.795
27151,MN,Swift County,0.9987,0.383
27153,MN,Todd County,0.7986,0.426
27155,MN,Traverse County,0.9761,0.135
27157,MN,Wabasha County,0.9939,0.456
27159,MN,Wadena County,0.9714,0.52
27161,MN,Waseca County,1,0.258
27163,MN,Washington County,0.9833,0.67
27165,MN,Watonwan County,0.9964,0.67
27167,MN,Wilkin County,0.9965,0.148
27169,MN,Winona County,0.9988,0.446
27171,MN,Wright County,0.9619,0.578
27173,MN,Yellow Medicine County,1,0.272
28001,MS,Adams County,0.8488,0.459
28003,MS,Alcorn County,0.7763,0.369
28005,MS,Amite County,0.747,0.105
28007,MS,Attala County,0.5162,0.143
28009,MS,Benton County,0.4409,0.141
28011,MS,Bolivar County,0.7678,0.35
28013,MS,Calhoun County,0.7179,0.122
28015,MS,Carroll County,0.276,0.068
28017,MS,Chickasaw County,0.5588,0.092
28019,MS,Choctaw County,0.5659,0.167
28021,MS,Claiborne County,0.414,0.131
28023,MS,Clarke County,0.4468,0.087
28025,MS,Clay County,0.6469,0.16
28027,MS,Coahoma County,0.7518,0.22
28029,MS,Copiah County,0.4006,0.073
28031,MS,Covington County,0.0451,0.054
28033,MS,DeSoto County,0.9656,0.575
28035,MS,Forrest County,0.9129,0.231
28037,MS,Franklin County,0.2528,0.129
28039,MS,George County,0.7602,0.131
28041,MS,Greene County,0.2263,0.047
28043,MS,Grenada County,0.8029,0.342
28045,MS,Hancock County,0.9942,0.317
28047,MS,Harrison County,0.9762,0.477
28049,MS,Hinds County,0.9176,0.365
28051,MS,Holmes County,0.6209,0.07
28053,MS,Humphreys County,0.5676,0.149
28055,MS,Issaquena County,0.0173,0.145
28057,MS,Itawamba County,0.6489,0.131
28059,MS,Jackson County,0.9787,0.412
28061,MS,Jasper County,0.6047,0.147
28063,MS,Jefferson County,0.0309,0.053
28065,MS,Jefferson Davis County,0.6537,0.031
28067,MS,Jones County,0.786,0.292
28069,MS,Kemper County,0.1372,0.027
28071,MS,Lafayette County,0.8259,0.482
28073,MS,Lamar County,0.8381,0.487
28075,MS,Lauderdale County,0.8678,0.355
28077,MS,Lawrence County,0.0615,0.049
28079,MS,Leake County,0.4547,0.066
28081,MS,Lee County,0.8878,0.529
28083,MS,Leflore County,0.8134,0.379
28085,MS,Lincoln County,0.7191,0.18
28087,MS,Lowndes County,0.8988,0.342
28089,MS,Madison County,0.9627,0.567
28091,MS,Marion County,0.4886,0.057
28093,MS,Marshall County,0.6767,0.105
28095,MS,Monroe County,0.7177,0.175
28097,MS,Montgomery County,0.7877,0.255
28099,MS,Neshoba County,0.6451,0.269
28101,MS,Newton County,0.6903,0.071
28103,MS,Noxubee County,0.4986,0.026
28105,MS,Oktibbeha County,0.8646,0.381
28107,MS,Panola County,0.7542,0.213
28109,MS,Pearl River County,0.9394,0.347
28111,MS,Perry County,0.2253,0.012
28113,MS,Pike County,0.7852,0.221
28115,MS,Pontotoc County,0.5639,0.219
28117,MS,Prentiss County,0.6786,0.273
28119,MS,Quitman County,0.6188,0.053
28121,MS,Rankin County,0.9549,0.463
28123,MS,Scott County,0.5739,0.052
28125,MS,Sharkey County,0.5547,0.083
28127,MS,Simpson County,0.5809,0.074
28129,MS,Smith County,0.4511,0.043
28131,MS,Stone County,0.8926,0.153
28133,MS,Sunflower County,0.7486,0.149
28135,MS,Tallahatchie County,0.5486,0.074
28137,MS,Tate County,0.7815,0.252
28139,MS,Tippah County,0.8456,0.213
28141,MS,Tishomingo County,0.6357,0.149
28143,MS,Tunica County,0.6806,0.131
28145,MS,Union County,0.6678,0.336
28147,MS,Walthall County,0.2662,0.031
28149,MS,Warren County,0.9745,0.208
28151,MS,Washington County,0.9007,0.312
28153,MS,Wayne County,0.6252,0.071
28155,MS,Webster County,0.4943,0.069
28157,MS,Wilkinson County,0.5811,0.091
28159,MS,Winston County,0.6873,0.349
28161,MS,Yalobusha County,0.6554,0.053
28163,MS,Yazoo County,0.7287,0.15
29001,MO,Adair County,0.9708,0.475
29003,MO,Andrew County,0.8811,0.639
29005,MO,Atchison County,0.79,0.129
29007,MO,Audrain County,0.9536,0.73
29009,MO,Barry County,0.979,0.416
29011,MO,Barton County,0.7403,0.047
29013,MO,Bates County,0.6578,0.142
29015,MO,Benton County,0.3123,0.171
29017,MO,Bollinger County,0.0161,0.066
29019,MO,Boone County,0.9249,0.466
29021,MO,Buchanan County,0.891,0.488
29023,MO,Butler County,0.8241,0.262
29025,MO,Caldwell County,0.3756,0.148
29027,MO,Callaway County,1,0.586
29029,MO,Camden County,0.9137,0.625
29031,MO,Cape Girardeau County,0.8576,0.584
29033,MO,Carroll County,0.6493,0.196
29035,MO,Carter County,0.1824,0.039
29037,MO,Cass County,0.9368,0.406
29039,MO,Cedar County,0.7473,0.132
29041,MO,Chariton County,0.6092,0.419
29043,MO,Christian County,1,0.473
29045,MO,Clark County,0.846,0.162
29047,MO,Clay County,0.9836,0.719
29049,MO,Clinton County,0.8253,0.319
29051,MO,Cole County,1,0.548
29053,MO,Cooper County,0.9999,0.365
29055,MO,Crawford County,0.9848,0.171
29057,MO,Dade County,0.6309,0.074
29059,MO,Dallas County,0.9998,0.1
29061,MO,Daviess County,0.7079,0.104
29063,MO,DeKalb County,0.6103,0.428
29065,MO,Dent County,0.6825,0.267
29067,MO,Douglas County,1,0.102
29069,MO,Dunklin County,0.998,0.255
29071,MO,Franklin County,0.9514,0.405
29073,MO,Gasconade County,0.9944,0.183
29075,MO,Gentry County,0.9575,0.199
29077,MO,Greene County,1,0.547
29079,MO,Grundy County,0.9178,0.284
29081,MO,Harrison County,0.682,0.187
29083,MO,Henry County,0.5075,0.151
29085,MO,Hickory County,0.2074,0.082
29087,MO,Holt County,0.5769,0.073
29089,MO,Howard County,0.1625,0.183
29091,MO,Howell County,0.9021,0.252
29093,MO,Iron County,0.632,0.146
29095,MO,Jackson County,0.9853,0.618
29097,MO,Jasper County,0.9814,0.525
29099,MO,Jefferson County,0.9647,0.549
29101,MO,Johnson County,0.921,0.553
29103,MO,Knox County,0.6507,0.269
29105,MO,Laclede County,1,0.24
29107,MO,Lafayette County,0.7683,0.137
29109,MO,Lawrence County,0.9905,0.186
29111,MO,Lewis County,0.8937,0.412
29113,MO,Lincoln County,0.9238,0.497
29115,MO,Linn County,0.8876,0.497
29117,MO,Livingston County,0.7564,0.297
29119,MO,McDonald County,0.8133,0.091
29121,MO,Macon County,0.9439,0.606
29123,MO,Madison County,0.5153,0.102
29125,MO,Maries County,0.9963,0.036
29127,MO,Marion County,0.9862,0.596
29129,MO,Mercer County,0.6939,0.221
29131,MO,Miller County,0.9648,0.141
29133,MO,Mississippi County,0.9249,0.151
29135,MO,Moniteau County,1,0.52
29137,MO,Monroe County,0.7148,0.146
29139,MO,Montgomery County,0.9965,0.172
29141,MO,Morgan County,0.9851,0.512
29143,MO,New Madrid County,0.9508,0.157
29145,MO,Newton County,0.9999,0.185
29147,MO,Nodaway County,0.9116,0.454
