county_fips,state,county,svi_overall,svi_soc,svi_hh,svi_min,svi_hous
36087,NY,Rockland,0.7164,0.5331,0.5051,0.7623,0.8991
36089,NY,St. Lawrence,0.6919,0.6108,0.3138,0.2613,0.9822
36091,NY,Saratoga,0.0496,0.0398,0.0325,0.3253,0.2728
36093,NY,Schenectady,0.4825,0.4227,0.3173,0.6528,0.6209
36095,NY,Schoharie,0.3908,0.3074,0.296,0.2381,0.7479
36097,NY,Schuyler,0.3425,0.3972,0.1442,0.0977,0.6932
36099,NY,Seneca,0.485,0.5003,0.2489,0.3682,0.7151
36101,NY,Steuben,0.4376,0.3581,0.5691,0.1945,0.598
36103,NY,Suffolk,0.2645,0.2387,0.1305,0.7167,0.3985
36105,NY,Sullivan,0.7864,0.6849,0.7257,0.6747,0.8087
36107,NY,Tioga,0.1343,0.2428,0.1359,0.1181,0.1941
36109,NY,Tompkins,0.4182,0.302,0.0201,0.5964,0.9688
36111,NY,Ulster,0.5643,0.4634,0.3164,0.5939,0.8205
36113,NY,Warren,0.1439,0.1935,0.0926,0.1779,0.3421
36115,NY,Washington,0.4529,0.4593,0.26,0.2658,0.698
36117,NY,Wayne,0.3234,0.2546,0.4217,0.3469,0.4854
36119,NY,Westchester,0.6817,0.436,0.4106,0.8609,0.9348
36121,NY,Wyoming,0.1442,0.155,0.0808,0.3332,0.3829
36123,NY,Yates,0.5783,0.6563,0.2457,0.1066,0.8635
37001,NC,Alamance,0.7721,0.7393,0.6709,0.76,0.6706
37003,NC,Alexander,0.6012,0.5487,0.7222,0.4147,0.5716
37005,NC,Alleghany,0.626,0.7632,0.6986,0.4147,0.3173
37007,NC,Anson,0.9574,0.9583,0.7801,0.901,0.9303
37009,NC,Ashe,0.3733,0.4981,0.4182,0.2276,0.2899
37011,NC,Avery,0.7317,0.7845,0.4446,0.3616,0.8393
37013,NC,Beaufort,0.846,0.8787,0.8934,0.7292,0.5038
37015,NC,Bertie,0.9685,0.9898,0.4516,0.9475,0.9723
37017,NC,Bladen,0.8765,0.9125,0.9274,0.8456,0.4373
37019,NC,Brunswick,0.4083,0.5016,0.3803,0.5274,0.2673
37021,NC,Buncombe,0.5398,0.4784,0.2253,0.493,0.8533
37023,NC,Burke,0.7457,0.7963,0.6079,0.5274,0.6658
37025,NC,Cabarrus,0.4338,0.3539,0.4812,0.7495,0.3581
37027,NC,Caldwell,0.7088,0.7861,0.7062,0.4087,0.5344
37029,NC,Camden,0.478,0.5987,0.7578,0.5481,0.1216
37031,NC,Carteret,0.4007,0.4551,0.2498,0.4271,0.4755
37033,NC,Caswell,0.753,0.7218,0.6003,0.7842,0.6884
37035,NC,Catawba,0.6808,0.5917,0.6407,0.6251,0.7101
37037,NC,Chatham,0.4192,0.4344,0.662,0.6572,0.1671
37039,NC,Cherokee,0.4701,0.7712,0.3756,0.3001,0.1932
37041,NC,Chowan,0.8358,0.8043,0.9414,0.795,0.492
37043,NC,Clay,0.4847,0.5821,0.4984,0.1983,0.457
37045,NC,Cleveland,0.8756,0.8997,0.6464,0.6502,0.8686
37047,NC,Columbus,0.9523,0.9513,0.9128,0.8017,0.853
37049,NC,Craven,0.867,0.7269,0.8517,0.733,0.9026
37051,NC,Cumberland,0.9338,0.8386,0.853,0.9122,0.9411
37053,NC,Currituck,0.092,0.288,0.1684,0.4087,0.0118
37055,NC,Dare,0.2772,0.4959,0.1795,0.4087,0.1623
37057,NC,Davidson,0.668,0.7603,0.6938,0.557,0.3908
37059,NC,Davie,0.4583,0.3574,0.6155,0.4758,0.4717
37061,NC,Duplin,0.9013,0.9106,0.9637,0.8686,0.5013
37063,NC,Durham,0.7285,0.647,0.2708,0.9115,0.8867
37065,NC,Edgecombe,0.9634,0.9615,0.9131,0.943,0.8335
37067,NC,Forsyth,0.7766,0.69,0.6254,0.8297,0.768
37069,NC,Franklin,0.7193,0.6575,0.6302,0.7559,0.6547
37071,NC,Gaston,0.7167,0.7724,0.626,0.6607,0.5162
37073,NC,Gates,0.599,0.7148,0.6197,0.761,0.2327
37075,NC,Graham,0.5035,0.4844,0.7915,0.4243,0.3055
37077,NC,Granville,0.6598,0.6505,0.564,0.8151,0.5137
37079,NC,Greene,0.9844,0.9602,0.8915,0.8892,0.9844
37081,NC,Guilford,0.7941,0.7066,0.5837,0.8787,0.8183
37083,NC,Halifax,0.9768,0.9835,0.8542,0.9354,0.9163
37085,NC,Harnett,0.7823,0.8014,0.83,0.7801,0.4306
37087,NC,Haywood,0.3549,0.5621,0.4717,0.2336,0.1598
37089,NC,Henderson,0.3832,0.352,0.5232,0.5022,0.3135
37091,NC,Hertford,0.9669,0.9526,0.8552,0.9532,0.93
37093,NC,Hoke,0.9236,0.902,0.9583,0.9284,0.6283
37095,NC,Hyde,0.8043,0.9504,0.338,0.8456,0.5796
37097,NC,Iredell,0.4032,0.3756,0.5169,0.6155,0.2938
37099,NC,Jackson,0.7218,0.7689,0.247,0.5395,0.8829
37101,NC,Johnston,0.6302,0.5974,0.7365,0.7171,0.4032
37103,NC,Jones,0.909,0.9828,0.7301,0.7683,0.663
37105,NC,Lee,0.8877,0.8542,0.9535,0.8119,0.6209
37107,NC,Lenoir,0.9952,0.9688,0.9752,0.8819,0.9774
37109,NC,Lincoln,0.3367,0.437,0.3116,0.4736,0.2613
37111,NC,McDowell,0.7508,0.6429,0.7938,0.3934,0.8272
37113,NC,Macon,0.5637,0.6712,0.7852,0.3574,0.2533
37115,NC,Madison,0.3663,0.4971,0.141,0.1623,0.5659
37117,NC,Martin,0.8934,0.9468,0.9717,0.8654,0.3355
37119,NC,Mecklenburg,0.605,0.5624,0.4924,0.8918,0.485
37121,NC,Mitchell,0.4494,0.4723,0.619,0.2508,0.3912
37123,NC,Montgomery,0.8129,0.6426,0.8956,0.7575,0.7638
37125,NC,Moore,0.4163,0.3017,0.675,0.5977,0.3288
37127,NC,Nash,0.9274,0.8679,0.7973,0.8803,0.9313
37129,NC,New Hanover,0.4618,0.6088,0.1009,0.5923,0.508
37131,NC,Northampton,0.9268,0.9745,0.8695,0.9319,0.5614
37133,NC,Onslow,0.7721,0.7362,0.5481,0.7276,0.7919
37135,NC,Orange,0.3988,0.2934,0.0506,0.69,0.8654
37137,NC,Pamlico,0.661,0.661,0.563,0.6292,0.5971
37139,NC,Pasquotank,0.7718,0.7903,0.4901,0.8469,0.684
37141,NC,Pender,0.6114,0.6776,0.4889,0.6184,0.4812
37143,NC,Perquimans,0.4965,0.6658,0.7263,0.6521,0.0869
37145,NC,Person,0.5936,0.6327,0.5996,0.7237,0.3418
37147,NC,Pitt,0.9109,0.8752,0.4583,0.853,0.9895
37149,NC,Polk,0.3647,0.2915,0.4637,0.4147,0.4615
37151,NC,Randolph,0.704,0.7355,0.7708,0.5697,0.4484
37153,NC,Richmond,0.9742,0.9605,0.9494,0.8246,0.9099
37155,NC,Robeson,0.9924,0.9825,0.9389,0.9752,0.9624
37157,NC,Rockingham,0.8151,0.8087,0.6754,0.656,0.7817
37159,NC,Rowan,0.8736,0.7772,0.8485,0.6595,0.8918
37161,NC,Rutherford,0.8421,0.8781,0.8256,0.5035,0.6992
37163,NC,Sampson,0.9421,0.9478,0.9255,0.8736,0.7524
37165,NC,Scotland,0.993,0.987,0.7673,0.9106,0.9965
37167,NC,Stanly,0.5541,0.5461,0.6811,0.5407,0.4055
37169,NC,Stokes,0.4341,0.6111,0.3934,0.2966,0.275
37171,NC,Surry,0.8043,0.774,0.8275,0.4914,0.7381
37173,NC,Swain,0.8644,0.8243,0.7524,0.7801,0.8307
37175,NC,Transylvania,0.5223,0.5376,0.494,0.3119,0.5923
37177,NC,Tyrrell,0.8288,0.8526,0.7928,0.8189,0.5754
37179,NC,Union,0.2212,0.2654,0.4106,0.6617,0.0799
37181,NC,Vance,0.9714,0.9475,0.9714,0.9278,0.816
37183,NC,Wake,0.3428,0.2384,0.3606,0.8004,0.3806
37185,NC,Warren,0.9701,0.9373,0.9427,0.9363,0.9029
37187,NC,Washington,0.9373,0.9704,0.908,0.9042,0.6095
37189,NC,Watauga,0.4815,0.8829,0.0064,0.2658,0.719
37191,NC,Wayne,0.9519,0.867,0.9179,0.859,0.9459
37193,NC,Wilkes,0.6244,0.7584,0.6528,0.4055,0.3743
37195,NC,Wilson,0.9647,0.9726,0.8787,0.8902,0.8596
37197,NC,Yadkin,0.6216,0.7132,0.5675,0.4777,0.4663
37199,NC,Yancey,0.5996,0.7377,0.7241,0.2276,0.3593
38001,ND,Adams,0.2689,0.1343,0.4036,0.1779,0.6598
38003,ND,Barnes,0.0853,0.0204,0.0786,0.3304,0.4481
38005,ND,Benson,0.8135,0.5115,0.9462,0.922,0.7969
38007,ND,Billings,0.0579,0.0334,0.0439,0,0.4675
38009,ND,Bottineau,0.0487,0.0347,0.1073,0.289,0.1614
38011,ND,Bowman,0.1404,0.1123,0.3415,0.1738,0.2607
38013,ND,Burke,0.008,0.0048,0.049,0.1983,0.0662
38015,ND,Burleigh,0.2024,0.0477,0.2002,0.3972,0.7285
38017,ND,Cass,0.2177,0.1381,0.0608,0.4656,0.7011
38019,ND,Cavalier,0.182,0.12,0.2871,0.1623,0.4392
38021,ND,Dickey,0.0573,0.0395,0.1423,0.2202,0.1852
38023,ND,Divide,0.155,0.2381,0.1824,0.3001,0.1712
38025,ND,Dunn,0.3921,0.2193,0.5414,0.5137,0.5729
38027,ND,Eddy,0.4258,0.1537,0.8857,0.3845,0.563
38029,ND,Emmons,0.0611,0.1311,0.0745,0.0169,0.1665
38031,ND,Foster,0.0414,0.0382,0.0551,0.0863,0.233
38033,ND,Golden Valley,0.1241,0.0439,0.1365,0.3657,0.4796
38035,ND,Grand Forks,0.344,0.3192,0.0328,0.4981,0.8453
38037,ND,Grant,0.0898,0.0802,0.2836,0.0863,0.1922
38039,ND,Griggs,0.0376,0.0181,0.2056,0.0286,0.1474
38041,ND,Hettinger,0.0827,0.318,0.0401,0.3046,0.0411
38043,ND,Kidder,0.0958,0.2645,0.0512,0.2381,0.1057
38045,ND,LaMoure,0.021,0.0866,0.1655,0.0643,0.0175
38047,ND,Logan,0.0201,0.0554,0.1337,0.0169,0.0535
38049,ND,McHenry,0.057,0.0983,0.1232,0.0735,0.133
38051,ND,McIntosh,0.1229,0.2371,0.0996,0.1127,0.1983
38053,ND,McKenzie,0.465,0.3024,0.2817,0.5939,0.8046
38055,ND,McLean,0.049,0.014,0.2136,0.3596,0.1213
38057,ND,Mercer,0.2234,0.1735,0.239,0.2778,0.4736
38059,ND,Morton,0.0512,0.0557,0.0165,0.3421,0.3081
38061,ND,Mountrail,0.613,0.3686,0.6286,0.795,0.7759
38063,ND,Nelson,0.0506,0.0452,0.1744,0.2454,0.1184
38065,ND,Oliver,0.2088,0.0891,0.8991,0.2829,0.1349
38067,ND,Pembina,0.0901,0.2088,0.0382,0.2855,0.1489
38069,ND,Pierce,0.2247,0.0901,0.6964,0.2148,0.3507
38071,ND,Ramsey,0.4615,0.1938,0.4112,0.5035,0.9045
38073,ND,Ransom,0.0528,0.0675,0.0261,0.1569,0.302
38075,ND,Renville,0.0589,0.0102,0.536,0.2508,0.0824
38077,ND,Richland,0.226,0.1143,0.1483,0.3103,0.718
38079,ND,Rolette,0.8813,0.7778,0.6334,0.9838,0.9335
38081,ND,Sargent,0.0258,3e-4,0.1814,0.2778,0.1369
38083,ND,Sheridan,0.0325,0.1913,0.0293,0.0045,0.0582
38085,ND,Sioux,0.881,0.894,0.5019,0.9911,0.8511
38087,ND,Slope,0.0095,0.0271,0.3109,0.0589,0.0054
38089,ND,Stark,0.2444,0.1875,0.0821,0.4087,0.6601
38091,ND,Steele,0.0067,0.001,0.0516,0.0458,0.1111
38093,ND,Stutsman,0.3816,0.3275,0.113,0.2562,0.8514
38095,ND,Towner,0.14,0.1776,0.5894,0.3934,0.0366
38097,ND,Traill,0.056,0.0325,0.0818,0.2778,0.2463
38099,ND,Walsh,0.3456,0.1814,0.5468,0.4777,0.5481
38101,ND,Ward,0.2524,0.1661,0.022,0.5162,0.8673
38103,ND,Wells,0.0866,0.0617,0.1747,0.008,0.3256
38105,ND,Williams,0.4491,0.2358,0.5197,0.5751,0.7018
39001,OH,Adams,0.7371,0.8778,0.7899,0.0344,0.5672
39003,OH,Allen,0.591,0.45,0.7721,0.5481,0.5824
39005,OH,Ashland,0.3189,0.274,0.2938,0.0735,0.6961
39007,OH,Ashtabula,0.8192,0.8733,0.6305,0.3523,0.8577
39009,OH,Athens,0.5742,0.7266,0.0169,0.3355,0.9659
39011,OH,Auglaize,0.0337,0.0229,0.204,0.0773,0.1085
39013,OH,Belmont,0.2346,0.2362,0.1585,0.2202,0.5153
39015,OH,Brown,0.3619,0.4764,0.4462,0.0344,0.3727
39017,OH,Butler,0.3673,0.295,0.409,0.5519,0.4316
39019,OH,Carroll,0.2874,0.3224,0.3988,0.0458,0.4077
39021,OH,Champaign,0.1846,0.2078,0.2702,0.2148,0.2489
39023,OH,Clark,0.6798,0.6359,0.8151,0.4854,0.549
39025,OH,Clermont,0.1509,0.2393,0.1012,0.2094,0.2708
39027,OH,Clinton,0.4488,0.43,0.5805,0.1983,0.5115
39029,OH,Columbiana,0.4472,0.4405,0.325,0.1852,0.6954
39031,OH,Coshocton,0.5971,0.7225,0.5952,0.0506,0.5917
39033,OH,Crawford,0.3221,0.4249,0.76,0.0907,0.1388
39035,OH,Cuyahoga,0.7333,0.6416,0.7066,0.8081,0.6423
39037,OH,Darke,0.0808,0.1633,0.3033,0.0458,0.064
39039,OH,Defiance,0.2011,0.1525,0.5271,0.43,0.1798
39041,OH,Delaware,0.0204,0.0057,0.1556,0.4822,0.0484
39043,OH,Erie,0.2922,0.267,0.4102,0.5137,0.2823
39045,OH,Fairfield,0.2062,0.1645,0.4574,0.4535,0.1948
39047,OH,Fayette,0.4755,0.6709,0.684,0.2381,0.1824
39049,OH,Franklin,0.6356,0.5223,0.5315,0.7689,0.6996
39051,OH,Fulton,0.0996,0.1085,0.4363,0.3616,0.0579
39053,OH,Gallia,0.4949,0.563,0.3507,0.2046,0.6353
39055,OH,Geauga,0.1111,0.1219,0.1286,0.0812,0.3243
39057,OH,Greene,0.1623,0.1744,0.0783,0.5035,0.3221
39059,OH,Guernsey,0.5598,0.74,0.4013,0.1445,0.5404
39061,OH,Hamilton,0.6006,0.4475,0.5442,0.7419,0.7126
39063,OH,Hancock,0.1712,0.0955,0.1948,0.3616,0.4519
39065,OH,Hardin,0.3676,0.4157,0.2495,0.126,0.5999
39067,OH,Harrison,0.5983,0.6474,0.5181,0.1066,0.74
39069,OH,Henry,0.0983,0.0843,0.3746,0.3355,0.1015
39071,OH,Highland,0.5652,0.7101,0.492,0.0863,0.5745
39073,OH,Hocking,0.3393,0.2502,0.6575,0.0506,0.5185
39075,OH,Holmes,0.4313,0.5159,0.1569,0.0051,0.7931
39077,OH,Huron,0.2801,0.3326,0.501,0.3304,0.1906
39079,OH,Jackson,0.5051,0.7317,0.3982,0.0426,0.4402
39081,OH,Jefferson,0.4176,0.3561,0.3635,0.3189,0.6327
39083,OH,Knox,0.2463,0.2845,0.388,0.1127,0.3055
39085,OH,Lake,0.1579,0.1801,0.3434,0.3908,0.134
39087,OH,Lawrence,0.4293,0.5598,0.641,0.1127,0.2572
39089,OH,Licking,0.2116,0.1445,0.3593,0.3421,0.3482
39091,OH,Logan,0.1314,0.1515,0.2473,0.2094,0.2034
39093,OH,Lorain,0.4679,0.3771,0.6181,0.5802,0.4268
39095,OH,Lucas,0.7101,0.6827,0.6369,0.7066,0.613
39097,OH,Madison,0.2167,0.19,0.2884,0.3794,0.31
39099,OH,Mahoning,0.6378,0.5582,0.7629,0.6184,0.5172
39101,OH,Marion,0.5022,0.5111,0.3577,0.3819,0.6467
39103,OH,Medina,0.0111,0.0197,0.063,0.1983,0.0442
39105,OH,Meigs,0.5904,0.7743,0.5261,0.0239,0.5506
39107,OH,Mercer,0.0207,0.0223,0.1369,0.0812,0.0863
39109,OH,Miami,0.0907,0.1505,0.3616,0.2454,0.0446
39111,OH,Monroe,0.2482,0.3495,0.2632,0.0105,0.353
39113,OH,Montgomery,0.7171,0.5983,0.7533,0.6805,0.6715
39115,OH,Morgan,0.4287,0.4554,0.5277,0.2702,0.4134
39117,OH,Morrow,0.1668,0.2104,0.2798,0.0506,0.2626
39119,OH,Muskingum,0.4873,0.5528,0.4211,0.2829,0.5312
39121,OH,Noble,0.5143,0.3921,0.4669,0.2454,0.844
39123,OH,Ottawa,0.1267,0.0907,0.226,0.2508,0.2963
39125,OH,Paulding,0.1474,0.162,0.6868,0.2409,0.0595
39127,OH,Perry,0.4768,0.5506,0.4825,0.0286,0.5913
39129,OH,Pickaway,0.318,0.3335,0.3256,0.2276,0.4516
39131,OH,Pike,0.6038,0.6232,0.5557,0.0812,0.7718
39133,OH,Portage,0.2877,0.3701,0.0337,0.3596,0.6566
39135,OH,Preble,0.043,0.0996,0.2018,0.0385,0.0465
39137,OH,Putnam,0.0105,0.0073,0.2502,0.2409,0.008
39139,OH,Richland,0.6566,0.6117,0.5707,0.4574,0.7479
39141,OH,Ross,0.6101,0.5777,0.4064,0.3421,0.8297
39143,OH,Sandusky,0.2858,0.2333,0.4526,0.4841,0.2998
39145,OH,Scioto,0.7511,0.7788,0.4481,0.1945,0.9376
39147,OH,Seneca,0.2339,0.1865,0.30620000000000003,0.3469,0.3924
39149,OH,Shelby,0.1957,0.2072,0.4653,0.2276,0.1719
39151,OH,Stark,0.323,0.3262,0.3485,0.4319,0.3679
39153,OH,Summit,0.4586,0.416,0.5439,0.606,0.3787
39155,OH,Trumbull,0.492,0.5127,0.4293,0.4179,0.5423
39157,OH,Tuscarawas,0.4424,0.5493,0.436,0.1445,0.4274
39159,OH,Union,0.0223,0.0089,0.0455,0.3552,0.1442
39161,OH,Van Wert,0.0821,0.1225,0.4882,0.1779,0.0318
39163,OH,Vinton,0.5251,0.7594,0.4258,0.0239,0.4449
39165,OH,Warren,0.0516,0.022,0.1311,0.4459,0.1404
39167,OH,Washington,0.3374,0.3434,0.3568,0.0907,0.5516
39169,OH,Wayne,0.4274,0.3714,0.295,0.1738,0.7778
39171,OH,Williams,0.134,0.1397,0.3428,0.2276,0.1693
39173,OH,Wood,0.176,0.1967,0.0385,0.3845,0.4809
39175,OH,Wyandot,0.099,0.0509,0.4691,0.0977,0.1954
40001,OK,Adair,0.9262,0.9325,0.9303,0.9271,0.6432
40003,OK,Alfalfa,0.2807,0.281,0.2874,0.4981,0.3272
40005,OK,Atoka,0.8036,0.7393,0.6645,0.6817,0.8396
40007,OK,Beaver,0.429,0.4004,0.8565,0.6741,0.1034
40009,OK,Beckham,0.8024,0.67,0.4987,0.6216,0.972
40011,OK,Blaine,0.7046,0.5745,0.8889,0.6607,0.5242
40013,OK,Bryan,0.8746,0.8367,0.8135,0.6805,0.8361
40015,OK,Caddo,0.9048,0.7508,0.9764,0.8272,0.7906
40017,OK,Canadian,0.2906,0.2171,0.5388,0.627,0.2323
40019,OK,Carter,0.7976,0.6878,0.9332,0.6938,0.6028
40021,OK,Cherokee,0.9491,0.9306,0.7008,0.8915,0.9615
40023,OK,Choctaw,0.9223,0.9456,0.9478,0.7973,0.6149
40025,OK,Cimarron,0.4484,0.366,0.9984,0.6197,0.0095
40027,OK,Cleveland,0.4914,0.4144,0.3281,0.669,0.6314
40029,OK,Coal,0.8215,0.8192,0.9472,0.711,0.423
40031,OK,Comanche,0.9293,0.7998,0.8969,0.837,0.9519
40033,OK,Cotton,0.5878,0.5952,0.4526,0.6155,0.5637
40035,OK,Craig,0.8931,0.746,0.9163,0.7651,0.9147
40037,OK,Creek,0.5025,0.429,0.4453,0.6174,0.5808
40039,OK,Custer,0.6945,0.606,0.6661,0.7066,0.6604
40041,OK,Delaware,0.8055,0.9039,0.7887,0.7559,0.3867
40043,OK,Dewey,0.3074,0.3495,0.5926,0.5274,0.1321
40045,OK,Ellis,0.4621,0.6785,0.8129,0.4341,0.0522
40047,OK,Garfield,0.7215,0.6069,0.901,0.6407,0.5213
40049,OK,Garvin,0.514,0.5274,0.8644,0.6292,0.1566
40051,OK,Grady,0.3488,0.2976,0.4745,0.5353,0.3361
40053,OK,Grant,0.1948,0.2279,0.7425,0.4243,0.028
40055,OK,Greer,0.7094,0.7349,0.6174,0.6353,0.5767
40057,OK,Harmon,0.7944,0.7766,0.8482,0.8345,0.4774
40059,OK,Harper,0.5446,0.578,0.9297,0.6216,0.1095
40061,OK,Haskell,0.8049,0.9001,0.8743,0.69,0.3227
40063,OK,Hughes,0.8348,0.8561,0.8205,0.7753,0.5799
40065,OK,Jackson,0.732,0.6009,0.7753,0.7699,0.6595
40067,OK,Jefferson,0.7957,0.8119,0.9774,0.5939,0.2794
40069,OK,Johnston,0.8141,0.7763,0.9204,0.6986,0.5458
40071,OK,Kay,0.8482,0.7482,0.9618,0.64,0.6617
40073,OK,Kingfisher,0.3059,0.3036,0.8501,0.6168,0.0477
40075,OK,Kiowa,0.5824,0.6286,0.7444,0.6353,0.2635
40077,OK,Latimer,0.8797,0.7989,0.8905,0.7537,0.8033
40079,OK,Le Flore,0.894,0.8651,0.9726,0.6747,0.6384
40081,OK,Lincoln,0.4137,0.4535,0.6136,0.5181,0.212
40083,OK,Logan,0.337,0.2985,0.3959,0.5907,0.3339
40085,OK,Love,0.8062,0.7412,0.9784,0.682,0.3886
40087,OK,McClain,0.2887,0.2699,0.5678,0.5672,0.168
40089,OK,McCurtain,0.8975,0.8046,0.9822,0.7801,0.6505
40091,OK,McIntosh,0.7836,0.8122,0.7298,0.711,0.5675
40093,OK,Major,0.3195,0.2352,0.8571,0.4799,0.1448
40095,OK,Marshall,0.7556,0.5964,0.9952,0.7447,0.2435
40097,OK,Mayes,0.7578,0.7081,0.8666,0.7508,0.4707
40099,OK,Murray,0.7518,0.5083,0.9265,0.669,0.7403
40101,OK,Muskogee,0.9761,0.9223,0.9252,0.8421,0.9812
40103,OK,Noble,0.3708,0.3205,0.6222,0.5395,0.2603
40105,OK,Nowata,0.6674,0.796,0.5589,0.7276,0.3491
40107,OK,Okfuskee,0.866,0.9157,0.3966,0.7871,0.8931
40109,OK,Oklahoma,0.825,0.7425,0.8399,0.837,0.6808
40111,OK,Okmulgee,0.8912,0.846,0.7992,0.7718,0.888
40113,OK,Osage,0.6082,0.6279,0.4338,0.761,0.5105
40115,OK,Ottawa,0.9398,0.8495,0.9698,0.7508,0.874
40117,OK,Pawnee,0.4475,0.4306,0.514,0.6085,0.337
40119,OK,Payne,0.5411,0.7298,0.0111,0.5996,0.895
40121,OK,Pittsburg,0.8631,0.8039,0.8558,0.7005,0.8008
40123,OK,Pontotoc,0.6601,0.5767,0.7145,0.7447,0.536
40125,OK,Pottawatomie,0.7533,0.6986,0.656,0.6595,0.7444
40127,OK,Pushmataha,0.8784,0.8918,0.8943,0.684,0.6502
40129,OK,Roger Mills,0.261,0.5455,0.3921,0.5115,0.0258
40131,OK,Rogers,0.3603,0.2616,0.557,0.6655,0.3084
40133,OK,Seminole,0.9586,0.9516,0.9532,0.7514,0.8479
40135,OK,Sequoyah,0.8622,0.9169,0.8749,0.7728,0.4927
40137,OK,Stephens,0.6903,0.7209,0.8845,0.5554,0.3211
40139,OK,Texas,0.8835,0.8256,0.6805,0.9122,0.8953
40141,OK,Tillman,0.9322,0.8094,0.9895,0.8065,0.7403
40143,OK,Tulsa,0.7753,0.712,0.7966,0.7801,0.6012
40145,OK,Wagoner,0.4822,0.3778,0.7896,0.6763,0.2893
40147,OK,Washington,0.5073,0.4876,0.7743,0.6544,0.2358
40149,OK,Washita,0.5694,0.4714,0.895,0.5035,0.3647
40151,OK,Woods,0.4433,0.5423,0.1935,0.507,0.4577
40153,OK,Woodward,0.6178,0.4656,0.8269,0.5554,0.5761
41001,OR,Baker,0.6022,0.6162,0.6009,0.3218,0.6187
41003,OR,Benton,0.4443,0.4889,0.0232,0.5554,0.8616
41005,OR,Clackamas,0.3004,0.2212,0.3151,0.5353,0.4465
41007,OR,Clatsop,0.5608,0.4446,0.5751,0.493,0.7015
41009,OR,Columbia,0.31,0.3797,0.2142,0.3819,0.3864
41011,OR,Coos,0.7591,0.7164,0.6512,0.4634,0.8351
41013,OR,Crook,0.4644,0.4962,0.7034,0.3762,0.2724
41015,OR,Curry,0.6264,0.5617,0.5045,0.4395,0.7896
41017,OR,Deschutes,0.3122,0.4083,0.2199,0.4147,0.3164
41019,OR,Douglas,0.6279,0.5707,0.5697,0.4007,0.7451
41021,OR,Gilliam,0.3756,0.5325,0.112,0.4125,0.4322
41023,OR,Grant,0.5286,0.6649,0.5729,0.2928,0.3596
41025,OR,Harney,0.5436,0.4532,0.4707,0.4179,0.7594
41027,OR,Hood River,0.6642,0.4924,0.4274,0.7543,0.8826
41029,OR,Jackson,0.6976,0.5694,0.6359,0.5509,0.8215
41031,OR,Jefferson,0.9179,0.8348,0.9341,0.8055,0.8679
41033,OR,Josephine,0.7126,0.7864,0.5426,0.4367,0.6649
41035,OR,Klamath,0.8673,0.8561,0.874,0.5977,0.7537
41037,OR,Lake,0.8256,0.7428,0.7718,0.4777,0.9064
41039,OR,Lane,0.7336,0.6722,0.458,0.5274,0.9013
41041,OR,Lincoln,0.7151,0.7075,0.8065,0.5274,0.522
41043,OR,Linn,0.6738,0.6652,0.6916,0.4736,0.606
41045,OR,Malheur,0.9943,0.9233,0.9653,0.7871,0.9984
41047,OR,Marion,0.8857,0.7524,0.8479,0.7447,0.9316
41049,OR,Morrow,0.7225,0.6248,0.8345,0.8052,0.4866
41051,OR,Multnomah,0.577,0.4831,0.1146,0.6964,0.9271
41053,OR,Polk,0.5099,0.4322,0.5898,0.5866,0.5041
41055,OR,Sherman,0.3281,0.2202,0.7572,0.3682,0.288
41057,OR,Tillamook,0.5968,0.4227,0.8304,0.4799,0.6203
41059,OR,Umatilla,0.9475,0.7476,0.9574,0.7358,0.9882
41061,OR,Union,0.675,0.4815,0.7161,0.3682,0.8966
41063,OR,Wallowa,0.3059,0.1439,0.6595,0.2454,0.5436
41065,OR,Wasco,0.8778,0.6633,0.8765,0.6337,0.9685
41067,OR,Washington,0.3495,0.2533,0.2094,0.7406,0.535
41069,OR,Wheeler,0.3574,0.4077,0.2906,0.4367,0.3877
41071,OR,Yamhill,0.5999,0.3405,0.5487,0.5996,0.8991
42001,PA,Adams,0.2072,0.2241,0.2759,0.3596,0.2447
42003,PA,Allegheny,0.2944,0.1973,0.1649,0.5786,0.6123
42005,PA,Armstrong,0.1735,0.2438,0.197,0.0169,0.3036
42007,PA,Beaver,0.2447,0.17,0.3784,0.3542,0.4048
42009,PA,Bedford,0.1435,0.3291,0.1092,0.0239,0.1871
42011,PA,Berks,0.6384,0.5277,0.725,0.6763,0.5764
42013,PA,Blair,0.3768,0.3265,0.4328,0.1359,0.6117
42015,PA,Bradford,0.395,0.3819,0.4055,0.0643,0.6276
42017,PA,Bucks,0.1372,0.1181,0.1665,0.5083,0.2234
42019,PA,Butler,0.0812,0.063,0.0271,0.126,0.536
42021,PA,Cambria,0.3326,0.2451,0.324,0.2276,0.6782
42023,PA,Cameron,0.5506,0.5958,0.6381,0.1181,0.5789
42025,PA,Carbon,0.2664,0.3507,0.3189,0.2966,0.2422
42027,PA,Centre,0.3033,0.3418,0.0022,0.4478,0.9628
42029,PA,Chester,0.1665,0.0977,0.168,0.5672,0.3577
42031,PA,Clarion,0.3657,0.4809,0.1063,0.0643,0.6935
42033,PA,Clearfield,0.5649,0.5315,0.4577,0.2148,0.8109
42035,PA,Clinton,0.5191,0.6324,0.2374,0.0863,0.7613
42037,PA,Columbia,0.2209,0.303,0.0299,0.212,0.605
42039,PA,Crawford,0.5019,0.4819,0.5095,0.126,0.7142
